PLAYER_ID,PLAYER_NAME,BIRTHDATE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
1631159,Leonard Miller,2003-11-26T00:00:00,Canada,2023,2,33
1631311,Lester Quinones,2000-11-16T00:00:00,USA,Undrafted,Undrafted,Undrafted
1641857,Liam Robbins,1999-07-12T00:00:00,USA,Undrafted,Undrafted,Undrafted
1630322,Lindy Waters III,1997-07-28T00:00:00,USA,Undrafted,Undrafted,Undrafted
1629022,Lonnie Walker IV,1998-12-14T00:00:00,USA,2018,1,18
1628366,Lonzo Ball,1997-10-27T00:00:00,USA,2017,1,2
1629652,Luguentz Dort,1999-04-19T00:00:00,Canada,Undrafted,Undrafted,Undrafted
1629029,Luka Dončić,1999-02-28T00:00:00,Slovenia,2018,1,3
1630568,Luka Garza,1998-12-27T00:00:00,USA,2021,2,52
1628379,Luke Kennard,1996-06-24T00:00:00,USA,2017,1,12
1628436,Luke Kornet,1995-07-15T00:00:00,USA,Undrafted,Undrafted,Undrafted
1631247,Luke Travers,2001-09-03T00:00:00,Australia,2022,2,56
1630644,Mac McClung,1999-01-06T00:00:00,USA,Undrafted,Undrafted,Undrafted
1630201,Malachi Flynn,1998-05-09T00:00:00,USA,2020,1,29
1631103,Malaki Branham,2003-05-12T00:00:00,USA,2022,1,20
1627763,Malcolm Brogdon,1992-12-11T00:00:00,USA,2016,2,36
1642502,Malevy Leons,1999-09-23T00:00:00,Netherlands,Undrafted,Undrafted,Undrafted
1627736,Malik Beasley,1996-11-26T00:00:00,USA,2016,1,19
1628370,Malik Monk,1998-02-04T00:00:00,USA,2017,1,11
1630699,MarJon Beauchamp,2000-10-12T00:00:00,USA,2022,1,24
1630542,Marcus Bagley,2001-10-23T00:00:00,USA,Undrafted,Undrafted,Undrafted
1630585,Marcus Garrett,1998-11-09T00:00:00,USA,Undrafted,Undrafted,Undrafted
1631204,Marcus Sasser,2000-09-21T00:00:00,USA,2023,1,25
203935,Marcus Smart,1994-03-06T00:00:00,USA,2014,1,6
1631109,Mark Williams,2001-12-16T00:00:00,USA,2022,1,15
1628365,Markelle Fultz,1998-05-29T00:00:00,USA,2017,1,1
202693,Markieff Morris,1989-09-02T00:00:00,USA,2011,1,13
1628963,Marvin Bagley III,1999-03-14T00:00:00,USA,2018,1,2
1630222,Mason Jones,1998-07-21T00:00:00,USA,Undrafted,Undrafted,Undrafted
203486,Mason Plumlee,1990-03-05T00:00:00,USA,2013,1,22
1641824,Matas Buzelis,2004-10-13T00:00:00,USA,2024,1,11
1629680,Matisse Thybulle,1997-03-04T00:00:00,USA,2019,1,20
1630346,Matt Ryan,1997-04-17T00:00:00,USA,Undrafted,Undrafted,Undrafted
1631108,Max Christie,2003-02-10T00:00:00,USA,2022,2,35
1629622,Max Strus,1996-03-28T00:00:00,USA,Undrafted,Undrafted,Undrafted
1628467,Maxi Kleber,1992-01-29T00:00:00,Germany,Undrafted,Undrafted,Undrafted
1641721,Maxwell Lewis,2002-07-27T00:00:00,USA,2023,2,40
1630695,Micah Potter,1998-04-06T00:00:00,USA,Undrafted,Undrafted,Undrafted
1629008,Michael Porter Jr.,1998-06-29T00:00:00,USA,2018,1,14
1628969,Mikal Bridges,1996-08-30T00:00:00,USA,2018,1,10
201144,Mike Conley,1987-10-11T00:00:00,USA,2007,1,4
1628970,Miles Bridges,1998-03-21T00:00:00,USA,2018,1,12
1630540,Miles McBride,2000-09-08T00:00:00,USA,2021,2,36
1641936,Miles Norris,2000-04-15T00:00:00,USA,Undrafted,Undrafted,Undrafted
1629011,Mitchell Robinson,1998-04-01T00:00:00,USA,2018,2,36
1628964,Mo Bamba,1998-05-12T00:00:00,USA,2018,1,6
1628420,Monté Morris,1995-06-27T00:00:00,USA,2017,2,51
1629021,Moritz Wagner,1997-04-26T00:00:00,Germany,2018,1,25
1629650,Moses Brown,1999-10-13T00:00:00,USA,Undrafted,Undrafted,Undrafted
1630541,Moses Moody,2002-05-31T00:00:00,USA,2021,1,14
1631243,Mouhamed Gueye,2002-11-09T00:00:00,Senegal,2023,2,39
1631217,Moussa Diabaté,2002-01-21T00:00:00,France,2022,2,43
1626167,Myles Turner,1996-03-24T00:00:00,USA,2015,1,11
1642368,N'Faly Dante,2001-10-19T00:00:00,Mali,Undrafted,Undrafted,Undrafted
1641772,Nae'Qwan Tomlin,2000-12-19T00:00:00,USA,Undrafted,Undrafted,Undrafted
1630230,Naji Marshall,1998-01-24T00:00:00,USA,Undrafted,Undrafted,Undrafted
1631466,Nate Williams,1999-02-12T00:00:00,USA,Undrafted,Undrafted,Undrafted
1629675,Naz Reid,1999-08-26T00:00:00,USA,Undrafted,Undrafted,Undrafted
1629674,Neemias Queta,1999-07-13T00:00:00,Portugal,2021,2,39
1629651,Nic Claxton,1999-04-17T00:00:00,USA,2019,2,31
1630208,Nick Richards,1997-11-29T00:00:00,Jamaica,2020,2,42
1641733,Nick Smith Jr.,2004-04-18T00:00:00,USA,2023,1,27
1629638,Nickeil Alexander-Walker,1998-09-02T00:00:00,Canada,2019,1,17
201587,Nicolas Batum,1988-12-14T00:00:00,France,2008,1,25
203999,Nikola Jokić,1995-02-19T00:00:00,Serbia,2014,2,41
1631107,Nikola Jović,2003-06-09T00:00:00,Serbia,2022,1,27
202696,Nikola Vučević,1990-10-24T00:00:00,Montenegro,2011,1,16
1641730,Noah Clowney,2004-07-14T00:00:00,USA,2023,1,21
1626181,Norman Powell,1993-05-25T00:00:00,USA,2015,2,46
1628384,OG Anunoby,1997-07-17T00:00:00,United Kingdom,2017,1,23
1630167,Obi Toppin,1998-03-04T00:00:00,USA,2020,1,8
1630534,Ochai Agbaji,2000-04-20T00:00:00,USA,2022,1,14
1641765,Olivier-Maxence Prosper,2002-07-03T00:00:00,Canada,2023,1,24
1630168,Onyeka Okongwu,2000-12-11T00:00:00,USA,2020,1,6
1631115,Orlando Robinson,2000-07-10T00:00:00,USA,Undrafted,Undrafted,Undrafted
1631131,Oscar Tshiebwe,1999-11-27T00:00:00,DRC,Undrafted,Undrafted,Undrafted
1629052,Oshae Brissett,1998-06-20T00:00:00,Canada,Undrafted,Undrafted,Undrafted
1642345,Oso Ighodaro,2002-07-14T00:00:00,USA,2024,2,40
1631172,Ousmane Dieng,2003-05-21T00:00:00,France,2022,1,11
200782,P.J. Tucker,1985-05-05T00:00:00,USA,2006,2,35
1629023,P.J. Washington,1998-08-23T00:00:00,USA,2019,1,12
1628408,PJ Dozier,1996-10-25T00:00:00,USA,Undrafted,Undrafted,Undrafted
1641790,PJ Hall,2002-02-21T00:00:00,USA,Undrafted,Undrafted,Undrafted
1642359,Pacôme Dadiet,2005-07-27T00:00:00,France,2024,1,25
1631094,Paolo Banchero,2002-11-12T00:00:00,USA,2022,1,1
1627783,Pascal Siakam,1994-04-02T00:00:00,Cameroon,2016,1,27
1626192,Pat Connaughton,1993-01-06T00:00:00,USA,2015,2,41
1630311,Pat Spencer,1996-07-04T00:00:00,USA,Undrafted,Undrafted,Undrafted
1631116,Patrick Baldwin Jr.,2002-11-18T00:00:00,USA,2022,1,28
1630172,Patrick Williams,2001-08-26T00:00:00,USA,2020,1,4
201988,Patty Mills,1988-08-11T00:00:00,Australia,2009,2,55
202331,Paul George,1990-05-02T00:00:00,USA,2010,1,10
1630194,Paul Reed,1999-06-14T00:00:00,USA,2020,2,58
1630202,Payton Pritchard,1998-01-28T00:00:00,USA,2020,1,26
1641796,Pelle Larsson,2001-02-23T00:00:00,Sweden,2024,2,44
1631250,Pete Nance,2000-02-19T00:00:00,USA,Undrafted,Undrafted,Undrafted
1631212,Peyton Watson,2002-09-11T00:00:00,USA,2022,1,30
1630762,Phillip Wheeler,2002-04-23T00:00:00,USA,Undrafted,Undrafted,Undrafted
1630173,Precious Achiuwa,1999-09-19T00:00:00,Nigeria,2020,1,20
1629656,Quentin Grimes,2000-05-08T00:00:00,USA,2021,1,25
1631245,Quenton Jackson,1998-09-15T00:00:00,USA,Undrafted,Undrafted,Undrafted
1642439,Quincy Olivari,2001-05-27T00:00:00,USA,Undrafted,Undrafted,Undrafted
1642366,Quinten Post,2000-03-21T00:00:00,Netherlands,2024,2,52
1629628,RJ Barrett,2000-06-14T00:00:00,Canada,2019,1,3
1642484,RayJ Dennis,2001-03-30T00:00:00,USA,Undrafted,Undrafted,Undrafted
1641712,Rayan Rupert,2004-05-31T00:00:00,France,2023,2,43
1641736,Reece Beekman,2001-10-08T00:00:00,USA,Undrafted,Undrafted,Undrafted
1642263,Reed Sheppard,2004-06-24T00:00:00,USA,2024,1,3
202704,Reggie Jackson,1990-04-16T00:00:00,USA,2011,1,24
1626158,Richaun Holmes,1993-10-15T00:00:00,USA,2015,2,37
1641741,Ricky Council IV,2001-08-03T00:00:00,USA,Undrafted,Undrafted,Undrafted
1642434,Riley Minix,2000-09-22T00:00:00,USA,Undrafted,Undrafted,Undrafted
1642265,Rob Dillingham,2005-01-04T00:00:00,USA,2024,1,8
1629057,Robert Williams III,1997-10-17T00:00:00,USA,2018,1,27
1631199,Ron Harper Jr.,2000-04-12T00:00:00,USA,Undrafted,Undrafted,Undrafted
1641842,Ronald Holland II,2005-07-07T00:00:00,USA,2024,1,5
1626220,Royce O'Neale,1993-06-05T00:00:00,USA,Undrafted,Undrafted,Undrafted
203497,Rudy Gobert,1992-06-26T00:00:00,France,2013,1,27
1629060,Rui Hachimura,1998-02-08T00:00:00,Japan,2019,1,9
201566,Russell Westbrook,1988-11-12T00:00:00,USA,2008,1,4
1642346,Ryan Dunn,2003-01-07T00:00:00,USA,2024,1,28
1631157,Ryan Rollins,2002-07-03T00:00:00,USA,2022,2,44
1630573,Sam Hauser,1997-12-08T00:00:00,USA,Undrafted,Undrafted,Undrafted
1630241,Sam Merrill,1996-05-15T00:00:00,USA,2020,2,60
1630572,Sandro Mamukelashvili,1999-05-23T00:00:00,Georgia,2021,2,54
1630583,Santi Aldama,2001-01-10T00:00:00,Spain,2021,1,30
1630703,Scoot Henderson,2004-02-03T00:00:00,USA,2023,1,3
1630567,Scottie Barnes,2001-08-01T00:00:00,USA,2021,1,4
1630590,Scotty Pippen Jr.,2000-11-10T00:00:00,USA,Undrafted,Undrafted,Undrafted
203552,Seth Curry,1990-08-23T00:00:00,USA,Undrafted,Undrafted,Undrafted
1631101,Shaedon Sharpe,2003-05-30T00:00:00,Canada,2022,1,7
1628983,Shai Gilgeous-Alexander,1998-07-12T00:00:00,Canada,2018,1,11
1629003,Shake Milton,1996-09-26T00:00:00,USA,2018,2,54
1631321,Sidy Cissoko,2004-04-02T00:00:00,France,2023,2,44
1631323,Simone Fontecchio,1995-12-09T00:00:00,Italy,Undrafted,Undrafted,Undrafted
1627746,Skal Labissiere,1996-03-18T00:00:00,Haiti,2016,1,28
203915,Spencer Dinwiddie,1993-04-06T00:00:00,USA,2014,2,38
1642461,Spencer Jones,2001-06-14T00:00:00,USA,Undrafted,Undrafted,Undrafted
1630649,Stanley Umude,1999-04-12T00:00:00,USA,Undrafted,Undrafted,Undrafted
201939,Stephen Curry,1988-03-14T00:00:00,USA,2009,1,7
1642264,Stephon Castle,2004-11-01T00:00:00,USA,2024,1,4
203500,Steven Adams,1993-07-20T00:00:00,New Zealand,2013,1,12
1629004,Svi Mykhailiuk,1997-06-10T00:00:00,Ukraine,2018,2,47
204456,T.J. McConnell,1992-03-25T00:00:00,USA,2015,0,
201959,Taj Gibson,1985-06-24T00:00:00,USA,2009,1,26
1629659,Talen Horton-Tucker,2000-11-25T00:00:00,USA,2019,2,46
1631106,Tari Eason,2001-05-10T00:00:00,USA,2022,1,17
1627752,Taurean Prince,1994-03-22T00:00:00,USA,2016,1,12
1641707,Taylor Hendricks,2003-11-22T00:00:00,USA,2023,1,9
1631386,Tazé Moore,1998-06-29T00:00:00,USA,Undrafted,Undrafted,Undrafted
1629611,Terance Mann,1996-10-18T00:00:00,USA,2019,2,48
1629056,Terence Davis,1997-05-16T00:00:00,USA,Undrafted,Undrafted,Undrafted
1630545,Terrence Shannon Jr.,2000-07-30T00:00:00,USA,2024,1,27
1626179,Terry Rozier,1994-03-17T00:00:00,USA,2015,1,16
1630678,Terry Taylor,1999-09-23T00:00:00,USA,Undrafted,Undrafted,Undrafted
1628418,Thomas Bryant,1997-07-31T00:00:00,USA,2017,2,42
1642275,Tidjane Salaün,2005-08-10T00:00:00,France,2024,1,6
203501,Tim Hardaway Jr.,1992-03-16T00:00:00,USA,2013,1,24
202699,Tobias Harris,1992-07-15T00:00:00,USA,2011,1,19
1642449,Tolu Smith,2000-07-26T00:00:00,USA,Undrafted,Undrafted,Undrafted
1628396,Tony Bradley,1998-01-08T00:00:00,USA,2017,1,28
1628470,Torrey Craig,1990-12-19T00:00:00,USA,Undrafted,Undrafted,Undrafted
1641787,Tosan Evbuomwan,2001-02-16T00:00:00,United Kingdom,Undrafted,Undrafted,Undrafted
1641739,Toumani Camara,2000-05-08T00:00:00,Belgium,2023,2,52
1629027,Trae Young,1998-09-19T00:00:00,USA,2018,1,5
1631218,Trayce Jackson-Davis,2000-02-22T00:00:00,USA,2023,2,57
1630200,Tre Jones,2000-01-08T00:00:00,USA,2020,2,41
1630544,Tre Mann,2001-02-03T00:00:00,USA,2021,1,18
1630570,Trendon Watford,2000-11-09T00:00:00,USA,Undrafted,Undrafted,Undrafted
1642280,Trentyn Flowers,2005-03-08T00:00:00,USA,Undrafted,Undrafted,Undrafted
1630243,Trevelin Queen,1997-02-25T00:00:00,USA,Undrafted,Undrafted,Undrafted
1641725,Trey Alexander,2003-05-02T00:00:00,USA,Undrafted,Undrafted,Undrafted
1641998,Trey Jemison III,1999-11-28T00:00:00,USA,Undrafted,Undrafted,Undrafted
1626168,Trey Lyles,1995-11-05T00:00:00,Canada,2015,1,12
1630530,Trey Murphy III,2000-06-18T00:00:00,USA,2021,1,17
202684,Tristan Thompson,1991-03-13T00:00:00,Canada,2011,1,4
1641774,Tristan Vukcevic,2003-03-11T00:00:00,Italy,2023,2,42
1641783,Tristan da Silva,2001-05-15T00:00:00,Germany,2024,1,18
1641803,Tristen Newton,2001-04-26T00:00:00,USA,2024,2,49
1629660,Ty Jerome,1997-07-08T00:00:00,USA,2019,1,24
1631102,TyTy Washington Jr.,2001-11-15T00:00:00,USA,2022,1,29
1629639,Tyler Herro,2000-01-20T00:00:00,USA,2019,1,13
1642278,Tyler Kolek,2001-03-27T00:00:00,USA,2024,2,34
1641890,Tyler Smith,2004-11-02T00:00:00,USA,2024,2,33
1630169,Tyrese Haliburton,2000-02-29T00:00:00,USA,2020,1,12
1631213,Tyrese Martin,1999-03-07T00:00:00,USA,2022,2,51
1630178,Tyrese Maxey,2000-11-04T00:00:00,USA,2020,1,21
1630623,Tyson Etienne,1999-09-17T00:00:00,USA,Undrafted,Undrafted,Undrafted
1626145,Tyus Jones,1996-05-10T00:00:00,USA,2015,1,24
1642279,Ulrich Chomche,2005-12-30T00:00:00,Cameroon,2024,2,57
203995,Vasilije Micic,1994-01-13T00:00:00,Serbia,2014,2,52
1641705,Victor Wembanyama,2004-01-04T00:00:00,France,2023,1,1
1631246,Vince Williams Jr.,2000-08-30T00:00:00,USA,2022,2,47
1628427,Vlatko Čančar,1997-04-10T00:00:00,Slovenia,2017,2,49
1630249,Vít Krejčí,2000-06-19T00:00:00,Czech Republic,2020,2,37
1631117,Walker Kessler,2001-07-26T00:00:00,USA,2022,1,22
1628976,Wendell Carter Jr.,1999-04-16T00:00:00,USA,2018,1,7
1631111,Wendell Moore Jr.,2001-09-18T00:00:00,USA,2022,1,26
1630214,Xavier Tillman,1999-01-12T00:00:00,USA,2020,2,35
1642530,Yuki Kawamura,2001-05-02T00:00:00,Japan,Undrafted,Undrafted,Undrafted
1641879,Yuri Collins,2001-03-07T00:00:00,USA,Undrafted,Undrafted,Undrafted
1642274,Yves Missi,2004-05-14T00:00:00,Cameroon,2024,1,21
1642258,Zaccharie Risacher,2005-04-08T00:00:00,France,2024,1,1
1628380,Zach Collins,1997-11-19T00:00:00,USA,2017,1,10
1641744,Zach Edey,2002-05-14T00:00:00,Canada,2024,1,9
203897,Zach LaVine,1995-03-10T00:00:00,USA,2014,1,13
1630192,Zeke Nnaji,2001-01-09T00:00:00,USA,2020,1,22
1630533,Ziaire Williams,2001-09-12T00:00:00,USA,2021,1,10
1629627,Zion Williamson,2000-07-06T00:00:00,USA,2019,1,1
1642389,Zyon Pullin,2001-03-03T00:00:00,USA,Undrafted,Undrafted,Undrafted
