PLAYER_ID,TEAM_ID,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PACE_PER40,PIE,POSS,FGM_PG,FGA_PG,PLAYER_NAME,BIRTHDATE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,Salary,Followers,TEAM_ABBREVIATION,record,active_players,avg_team_age,total_cap_used,remaining_cap_space,active_cap,active_top_3,dead_cap,TEAM_NAME,OWNER_NET_WORTH_B,Stadium_Name,Capacity,City,STADIUM_YEAR_OPENED,STADIUM_COST,Age,YOS,Contract_Type,GP,MIN,PTS,AVG_SPEED,DIST_MILES,ALL_STAR_APPEARANCES,ISO_PTS,ISO_PPP,PNR_PTS,PNR_PPP,POST_PTS,POST_PPP,CLUTCH_PTS,CLUTCH_GP,RIM_DFG_PCT,RIM_CONTEST_FREQ,is_USA,Player_bias_effect
1626156,1610612751,110.1,111.6,-1.5,0.302,2.75,26.9,0.013,0.093,0.053,9.8,0.479,0.522,0.228,99.59,82.99,0.098,3092,4.3,11.0,D'Angelo Russell,2/23/1996,USA,2015,1,2,18692307,15.123843647884687,BKN,26-56,15,23.8,178836132,38248132,112077151,69311624,58408905,Brooklyn nets ,2.4849066497880004,Barclays Center,17732,"Brooklyn, NY",2012,1000000000,29.782340862423,9,Free_Market,58,1480.418333,732,4.17,110.6,1,23,1.353,150,0.882,0,0.0,23,24,0.637,0.434,1,0.05235032382561898
1626156,1610612751,110.1,111.6,-1.5,0.302,2.75,26.9,0.013,0.093,0.053,9.8,0.479,0.522,0.228,99.59,82.99,0.098,3092,4.3,11.0,D'Angelo Russell,2/23/1996,USA,2015,1,2,18692307,15.123843647884687,BKN,26-56,15,23.8,178836132,38248132,112077151,69311624,58408905,Brooklyn nets ,2.4849066497880004,Barclays Center,17732,"Brooklyn, NY",2012,1000000000,29.782340862423,9,Free_Market,58,1480.418333,732,4.17,110.6,1,23,1.353,121,0.96,0,0.0,23,24,0.637,0.434,1,0.07002062730077885
1626157,1610612752,119.4,112.7,6.8,0.13,1.16,12.4,0.087,0.284,0.187,10.7,0.584,0.63,0.265,99.25,82.71,0.161,5215,8.9,16.9,Karl-Anthony Towns,11/15/1995,USA,2015,1,1,49205800,15.29711532616119,NYK,51-31,15,26.5,188877651,48289651,188001268,110803733,876383,New York Knicks,1.0986122886681098,Madison Square Garden,19812,"New York, NY",1968,100000000,30.05612594113621,9,Max_Contract,72,2516.72,1759,3.87,171.8,5,145,0.853,36,0.75,213,1.0,46,26,0.657,0.373,1,0.5681339537721856
1626158,1610612764,110.2,114.5,-4.3,0.112,2.0,18.5,0.113,0.208,0.161,9.3,0.647,0.695,0.143,100.78,83.99,0.135,1127,2.9,4.5,Richaun Holmes,10/15/1993,USA,2015,2,37,12648321,11.263194068746921,WAS,18-64,15,24.5,211677970,71089970,162581956,83151786,7021331,Washington Wizards,1.410986973710262,Capital One Arena,20356,"Washington, D.C.",1997,260000000,32.139630390143736,9,Free_Market,31,534.135,230,4.0,38.1,0,0,0.0,0,0.0,0,0.0,1,5,0.529,0.402,1,0.27883735904691237
1626164,1610612756,115.3,118.5,-3.2,0.301,2.4,22.4,0.028,0.08,0.055,9.3,0.525,0.589,0.285,98.72,82.27,0.122,5752,8.7,18.9,Devin Booker,10/30/1996,USA,2015,1,13,49205800,15.53827733427679,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,2.3978952727983707,Toyota Center,18055,"Houston, TX",2003,235000000,29.097878165639973,9,Max_Contract,75,2794.966667,1923,4.0,198.9,4,177,1.073,518,0.935,67,1.367,70,37,0.62,0.378,1,0.050165561564728595
1626166,1610612752,116.6,107.5,9.1,0.251,3.9,28.1,0.013,0.081,0.047,7.2,0.506,0.532,0.2,100.23,83.52,0.089,2275,2.5,6.2,Cameron Payne,8/8/1994,USA,2015,1,14,2087519,0.0,NYK,51-31,15,26.5,188877651,48289651,188001268,110803733,876383,New York Knicks,1.0986122886681098,Madison Square Garden,19812,"New York, NY",1968,100000000,31.326488706365502,9,Free_Market,72,1089.976667,500,4.26,82.1,0,19,0.864,197,0.985,0,0.0,1,7,0.602,0.387,1,-0.10122273369950024
1626167,1610612754,116.1,111.5,4.7,0.072,0.9,9.7,0.043,0.169,0.109,10.7,0.577,0.612,0.207,100.19,83.49,0.103,4533,5.4,11.3,Myles Turner,3/24/1996,USA,2015,1,11,19928500,12.965711906537503,IND,50-32,15,25.7,171232577,30644577,166839774,104281300,2530538,Indiana Pacers ,1.2237754316221157,Gainbridge Fieldhouse,17923,"Indianapolis, IN",1999,183000000,29.700205338809035,9,Free_Market,72,2173.636667,1120,4.19,162.1,0,8,0.727,0,0.0,102,1.03,41,29,0.556,0.485,1,0.43767632567563636
1626168,1610612758,111.8,113.8,-2.0,0.084,2.1,15.4,0.056,0.177,0.114,7.3,0.528,0.551,0.139,100.04,83.36,0.087,2807,2.3,5.4,Trey Lyles,11/5/1995,Canada,2015,1,12,8000000,11.972253562968545,SAC,40-42,15,27.4,171370782,30782782,166101303,107131940,1319695,Sacramento Kings,0.5877866649021191,Golden 1 Center,17500,"Sacramento, CA",2016,558000000,30.083504449007528,9,Free_Market,69,1349.521667,451,4.25,103.0,0,0,0.0,0,0.0,20,1.333,10,21,0.658,0.379,0,0.1215146935942835
1626171,1610612749,114.1,110.8,3.4,0.126,1.82,13.2,0.071,0.235,0.156,7.2,0.52,0.542,0.234,101.2,84.33,0.131,2625,5.7,12.1,Bobby Portis,2/10/1995,USA,2015,1,22,12578286,12.630689842582935,MIL,48-34,15,26.7,195746447,55158447,183221333,122031412,306447,Milwaukee Bucks,2.2512917986064953,Fiserv Forum,17500,"Milwaukee, WI",2018,524000000,30.817248459958932,9,Free_Market,49,1243.68,680,4.26,94.4,0,40,0.976,0,0.0,146,0.896,14,15,0.61,0.37,1,-0.4004877458470517
1626172,1610612744,112.5,106.9,5.6,0.143,3.03,24.7,0.139,0.227,0.181,8.2,0.518,0.535,0.125,100.61,83.84,0.114,2386,1.9,3.7,Kevon Looney,2/6/1996,USA,2015,1,30,8000000,12.991345394945085,GSW,48-34,15,27.2,199518342,58930342,176474440,128667036,306447,Golden State Warriors ,1.6094379124341003,Chase Center,18064,"San Francisco, CA",2019,1400000000,29.828884325804243,9,Free_Market,76,1142.155,344,4.19,85.4,0,0,0.0,0,0.0,16,1.0,6,26,0.513,0.366,1,-0.5569104625890982
1626179,1610612748,107.3,112.3,-4.9,0.152,2.14,18.1,0.025,0.113,0.068,8.4,0.462,0.497,0.195,99.13,82.61,0.078,3437,3.9,9.9,Terry Rozier,3/17/1994,USA,2015,1,16,24924126,13.147838123073257,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,3733720,Miami Heat,2.2617630984737906,Kaseya Center,19600,"Miami, FL",1999,213000000,31.720739219712527,9,Free_Market,64,1658.22,679,4.4,130.3,0,28,0.737,148,0.775,0,0.0,27,26,0.63,0.317,1,0.339934050432232
1626181,1610612746,116.2,107.4,8.8,0.096,1.16,9.7,0.011,0.085,0.049,8.4,0.578,0.615,0.255,99.69,83.08,0.11,4063,7.6,15.8,Norman Powell,5/25/1993,USA,2015,2,46,19241379,12.709574515966183,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,4.820281565605037,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,32.53114305270363,9,Free_Market,60,1957.988333,1306,4.08,142.6,0,61,0.813,231,1.05,0,0.0,76,24,0.717,0.292,1,-0.13583562707970745
1626192,1610612749,111.7,114.6,-2.9,0.159,2.92,24.7,0.032,0.14,0.088,8.5,0.542,0.567,0.151,99.41,82.84,0.088,1259,2.0,4.3,Pat Connaughton,1/6/1993,USA,2015,2,41,9423869,12.075969654927759,MIL,48-34,15,26.7,195746447,55158447,183221333,122031412,7768363,Milwaukee Bucks,2.2512917986064953,Fiserv Forum,17500,"Milwaukee, WI",2018,524000000,32.91170431211499,9,Free_Market,41,602.8266667,216,4.39,47.2,0,0,0.0,33,1.0,0,0.0,16,7,0.602,0.343,1,-0.02077035380769742
1626220,1610612756,112.1,116.4,-4.2,0.128,2.51,20.1,0.029,0.157,0.094,8.0,0.58,0.585,0.151,100.27,83.56,0.085,3840,3.2,7.6,Royce O'Neale,6/5/1993,USA,0,0,0,9375000,11.88380602959621,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,2.3978952727983707,Toyota Center,18055,"Houston, TX",2003,235000000,32.50102669404517,9,Free_Market,75,1836.873333,680,4.21,138.4,0,0,0.0,3,0.3,0,0.0,23,29,0.633,0.379,1,0.03196272147334959
1627732,1610612746,111.7,113.5,-1.8,0.358,2.79,45.7,0.043,0.184,0.113,16.3,0.52,0.539,0.133,98.17,81.81,0.103,2283,2.3,4.4,Ben Simmons,7/20/1996,Australia,2016,1,1,755826,15.775605482856605,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,4.820281565605037,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,29.377138945927445,8,Free_Market,51,1119.693333,256,3.99,79.8,3,19,0.731,25,0.641,17,0.708,4,8,0.651,0.352,0,-0.4149922261303823
1627734,1610612758,116.5,113.9,2.6,0.251,2.09,25.7,0.11,0.286,0.199,12.3,0.627,0.655,0.213,99.78,83.15,0.164,5054,7.5,12.8,Domantas Sabonis,5/3/1996,Lithuania,2016,1,11,39200000,12.820179324373711,SAC,40-42,15,27.4,171370782,30782782,166101303,107131940,1319695,Sacramento Kings,0.5877866649021191,Golden 1 Center,17500,"Sacramento, CA",2016,558000000,29.590691307323752,8,Free_Market,70,2428.876667,1337,4.2,181.5,3,27,1.038,10,0.714,148,1.05,64,35,0.609,0.401,0,0.17896532547520477
1627736,1610612765,113.3,110.2,3.1,0.089,1.67,10.3,0.02,0.069,0.045,6.2,0.579,0.59,0.215,102.76,85.63,0.091,4898,5.6,13.1,Malik Beasley,11/26/1996,USA,2016,1,19,6000000,12.4155269248542,DET,44-38,15,25.0,141808220,1220220,133989678,56559037,7818542,Detroit Pistons ,2.4069451083182885,Little Caesars Arena,20491,"Detroit, MI",2017,863000000,29.023956194387406,8,Free_Market,82,2282.946667,1336,4.1,168.1,0,24,0.8,89,0.701,0,0.0,57,41,0.61,0.33,1,-0.18604062602673874
1627739,1610612746,113.8,106.0,7.8,0.153,2.84,28.7,0.031,0.111,0.072,10.1,0.525,0.531,0.126,99.24,82.7,0.07,3675,2.6,5.9,Kris Dunn,3/18/1994,USA,2016,1,5,5168000,0.0,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,4.820281565605037,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,31.718001368925393,8,Free_Market,74,1782.918333,474,4.46,141.5,0,14,1.167,21,0.724,0,0.0,6,24,0.634,0.26,1,-0.6483307954132617
1627741,1610612744,112.3,110.1,2.2,0.106,1.47,13.0,0.025,0.111,0.066,8.8,0.546,0.56,0.196,100.82,84.02,0.085,3937,4.0,9.6,Buddy Hield,12/17/1992,Bahamas,2016,1,6,8780488,13.440091026807503,GSW,48-34,15,27.2,199518342,58930342,176474440,128667036,306447,Golden State Warriors ,1.6094379124341003,Chase Center,18064,"San Francisco, CA",2019,1400000000,32.96646132785763,8,Free_Market,82,1862.988333,912,4.67,155.4,0,11,0.524,48,0.889,0,0.0,21,31,0.621,0.379,0,0.3445347236305837
1627742,1610612761,107.0,117.7,-10.7,0.28,1.35,18.0,0.027,0.14,0.083,13.3,0.53,0.56,0.305,97.49,81.24,0.122,1209,8.6,18.5,Brandon Ingram,9/2/1997,USA,2016,1,2,36016200,14.557448378884015,TOR,30-52,15,24.9,178496026,37908026,154302912,94310843,16405595,Toronto Raptors,1.33500106673234,Scotiabank Arena,19800,"Toronto, ON",1999,265000000,28.257357973990416,8,Free_Market,18,595.0316667,400,4.02,42.6,1,57,0.877,75,0.714,28,0.875,17,7,0.632,0.425,1,0.19826304781926682
1627747,1610612737,120.5,113.4,7.2,0.178,2.83,22.5,0.026,0.096,0.062,7.9,0.556,0.582,0.191,103.21,86.01,0.094,3437,4.4,9.4,Caris LeVert,8/25/1994,USA,2016,1,20,16615384,12.33885813503812,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,2.5877640352277083,State Farm Arena,16600,"Atlanta, GA",1999,213000000,31.279945242984258,8,Free_Market,64,1596.106667,776,4.34,124.8,0,25,0.962,77,0.917,0,0.0,23,20,0.618,0.338,1,0.09463490674805831
1627747,1610612737,120.5,113.4,7.2,0.178,2.83,22.5,0.026,0.096,0.062,7.9,0.556,0.582,0.191,103.21,86.01,0.094,3437,4.4,9.4,Caris LeVert,8/25/1994,USA,2016,1,20,16615384,12.33885813503812,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,2.5877640352277083,State Farm Arena,16600,"Atlanta, GA",1999,213000000,31.279945242984258,8,Free_Market,64,1596.106667,776,4.34,124.8,0,25,0.962,60,1.176,0,0.0,23,20,0.618,0.338,1,0.14518905815238087
1627747,1610612737,120.5,113.4,7.2,0.178,2.83,22.5,0.026,0.096,0.062,7.9,0.556,0.582,0.191,103.21,86.01,0.094,3437,4.4,9.4,Caris LeVert,8/25/1994,USA,2016,1,20,16615384,12.33885813503812,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,2.5877640352277083,State Farm Arena,16600,"Atlanta, GA",1999,213000000,31.279945242984258,8,Free_Market,64,1596.106667,776,4.34,124.8,0,17,0.459,77,0.917,0,0.0,23,20,0.618,0.338,1,0.13116698430568247
1627747,1610612737,120.5,113.4,7.2,0.178,2.83,22.5,0.026,0.096,0.062,7.9,0.556,0.582,0.191,103.21,86.01,0.094,3437,4.4,9.4,Caris LeVert,8/25/1994,USA,2016,1,20,16615384,12.33885813503812,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,2.5877640352277083,State Farm Arena,16600,"Atlanta, GA",1999,213000000,31.279945242984258,8,Free_Market,64,1596.106667,776,4.34,124.8,0,17,0.459,60,1.176,0,0.0,23,20,0.618,0.338,1,0.028239655551621765
1627749,1610612740,109.0,118.1,-9.1,0.347,2.15,25.9,0.015,0.183,0.094,12.0,0.445,0.494,0.263,102.86,85.72,0.118,2165,6.3,15.9,Dejounte Murray,9/19/1996,USA,2016,1,29,28817135,14.151983508870947,NOP,21-61,15,24.3,182966321,42378321,167934095,98876138,2715108,New Orleans Pelicans,2.186051276738094,Smoothie King Center,16867,"New Orleans, LA",1999,114000000,29.21013004791239,8,Free_Market,31,1012.148333,542,4.37,79.1,1,56,0.667,217,0.775,0,0.0,30,11,0.658,0.469,1,0.023799815398905057
1627750,1610612743,122.0,115.5,6.5,0.223,2.92,22.9,0.019,0.084,0.053,7.8,0.543,0.584,0.235,100.72,83.93,0.111,5075,7.9,16.7,Jamal Murray,2/23/1997,Canada,2016,1,7,36016200,14.077875591662238,DEN,50-32,15,26.0,192786656,52198656,182574315,123292088,16405595,Denver Nuggets,2.884800712846709,Ball Arena,19520,"Denver, CO",1999,187000000,28.78028747433265,8,Free_Market,67,2418.346667,1436,4.14,175.4,0,123,0.925,462,0.998,55,1.058,76,29,0.667,0.354,0,-0.21101592483431866
1627751,1610612761,111.2,111.9,-0.7,0.136,1.42,17.4,0.11,0.206,0.158,12.2,0.628,0.641,0.184,101.44,84.53,0.133,3557,6.4,10.2,Jakob Poeltl,10/15/1995,Austria,2016,1,9,19500000,11.255462171102444,TOR,30-52,15,24.9,178496026,37908026,154302912,94310843,16405595,Toronto Raptors,1.33500106673234,Scotiabank Arena,19800,"Toronto, ON",1999,265000000,30.140999315537304,8,Free_Market,57,1685.748333,824,4.37,131.5,0,10,0.833,0,0.0,55,1.019,13,18,0.588,0.44,0,0.34223258132448153
1627752,1610612749,114.0,114.5,-0.4,0.093,1.89,20.1,0.016,0.11,0.065,10.6,0.6,0.613,0.123,100.95,84.12,0.064,4554,2.9,6.4,Taurean Prince,3/22/1994,USA,2016,1,12,2087519,12.347142427961746,MIL,48-34,15,26.7,195746447,55158447,183221333,122031412,7021331,Milwaukee Bucks,2.2512917986064953,Fiserv Forum,17500,"Milwaukee, WI",2018,524000000,31.707049965776864,8,Free_Market,80,2165.86,656,4.08,156.2,0,2,0.2,15,0.357,0,0.0,21,29,0.624,0.388,1,0.035651468973455176
1627759,1610612738,121.1,111.7,9.5,0.204,1.77,16.8,0.037,0.126,0.082,9.5,0.515,0.555,0.282,98.57,82.14,0.114,4424,8.2,17.7,Jaylen Brown,10/24/1996,USA,2016,1,3,49205800,15.201805169084134,BOS,61-21,15,27.5,197048229,56460229,193098445,114054140,7021331,Boston Celtics,2.1400661634962708,TD Garden,19156,"Boston, MA",1995,160000000,29.114305270362767,8,Max_Contract,63,2157.928333,1398,3.99,150.6,4,201,0.918,213,0.862,152,1.063,68,25,0.642,0.33,1,-0.026866283588915713
1627763,1610612764,106.5,116.9,-10.4,0.267,2.58,23.5,0.036,0.119,0.077,9.1,0.467,0.544,0.231,103.18,85.98,0.113,1215,4.3,10.0,Malcolm Brogdon,12/11/1992,USA,2016,2,36,22500000,11.9601785009348,WAS,18-64,15,24.5,211677970,71089970,162581956,83151786,7021331,Washington Wizards,1.410986973710262,Capital One Arena,20356,"Washington, D.C.",1997,260000000,32.982888432580424,8,Free_Market,24,564.0766667,305,4.2,42.2,0,13,0.929,115,0.878,0,0.0,7,6,0.72,0.349,1,0.33973881656540134
1627777,1610612737,118.7,114.1,4.7,0.087,1.35,13.2,0.027,0.126,0.077,9.8,0.595,0.607,0.177,102.45,85.37,0.071,3633,3.6,7.8,Georges Niang,6/17/1993,USA,2016,2,50,8500000,11.669082701743504,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,2.5877640352277083,State Farm Arena,16600,"Atlanta, GA",1999,213000000,32.46817248459959,8,Free_Market,79,1697.233333,784,4.31,131.6,0,0,0.0,9,0.818,0,0.0,6,23,0.626,0.362,1,0.715683736586267
1627783,1610612754,114.5,108.9,5.5,0.155,2.41,15.6,0.053,0.154,0.104,6.5,0.572,0.599,0.237,101.43,84.53,0.13,5390,7.9,15.2,Pascal Siakam,4/2/1994,Cameroon,2016,1,27,42176400,13.656046956195505,IND,50-32,15,25.7,171232577,30644577,166839774,104281300,2530538,Indiana Pacers ,1.2237754316221157,Gainbridge Fieldhouse,17923,"Indianapolis, IN",1999,183000000,31.67693360711841,8,Max_Contract,78,2547.853333,1578,4.2,191.2,3,139,1.053,40,0.69,281,1.077,58,33,0.591,0.365,0,0.23813572357881538
1627814,1610612756,104.7,98.7,6.0,0.121,1.1,10.5,0.02,0.104,0.064,9.5,0.426,0.499,0.269,104.99,87.49,0.089,318,1.1,3.0,Damion Lee,10/21/1992,USA,0,0,0,2087519,12.502470376049185,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,2.3978952727983707,Toyota Center,18055,"Houston, TX",2003,235000000,33.12251882272416,8,Free_Market,25,144.0183333,83,4.44,11.5,0,0,0.0,0,0.0,0,0.0,0,0,0.591,0.393,1,0.6954909138436737
1627824,1610612755,113.5,116.7,-3.2,0.114,1.7,17.2,0.07,0.149,0.108,10.1,0.593,0.616,0.163,97.28,81.07,0.092,3842,4.0,8.0,Guerschon Yabusele,12/17/1995,France,2016,1,16,2087519,12.077676615757813,PHI,24-58,15,26.6,170340647,29752647,169548876,135768738,791771,Philidelphia 76ers,2.501435951739211,Wells Fargo Center,20478,"Philadelphia, PA",1996,210000000,29.968514715947983,8,Free_Market,70,1894.736667,768,4.12,140.0,0,0,0.0,0,0.0,66,0.868,25,26,0.64,0.469,0,0.06964879465177815
1627826,1610612746,116.5,107.1,9.4,0.121,1.69,15.5,0.122,0.271,0.199,9.2,0.628,0.641,0.192,98.55,82.13,0.157,5392,7.4,11.8,Ivica Zubac,3/18/1997,Croatia,2016,2,32,11743210,12.046496440791149,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,4.820281565605037,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,28.71731690622861,8,Free_Market,80,2624.176667,1340,3.93,183.2,0,0,0.0,0,0.0,345,1.062,45,33,0.55,0.342,0,0.027036004168017467
1627827,1610612747,119.1,110.3,8.8,0.066,1.61,15.0,0.047,0.089,0.069,9.3,0.597,0.604,0.123,98.14,81.78,0.06,3711,3.1,6.9,Dorian Finney-Smith,5/4/1993,USA,0,0,0,14924167,11.876185678347824,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,3.4339872044851463,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,32.5886379192334,8,Free_Market,63,1818.678333,549,4.17,135.7,0,0,0.0,0,0.0,0,0.0,17,29,0.596,0.378,1,0.1073856498119171
1627832,1610612745,115.0,108.8,6.2,0.217,3.83,27.0,0.014,0.089,0.049,7.1,0.483,0.515,0.176,98.18,81.82,0.093,4316,4.8,12.7,Fred VanVleet,2/25/1994,USA,0,0,0,42846615,13.344708209827512,OKC,68-14,15,24.2,166001694,25413694,162209242,82859950,3792452,Oklahoma City Thunder,0.33647223662121295,Paycom Center,18203,"Oklahoma City, OK",2002,89000000,31.77549623545517,8,Max_Contract,60,2111.298333,844,4.08,153.7,1,55,0.948,284,0.866,0,0.0,50,32,0.6,0.388,1,-0.06763913802401657
1627936,1610612760,117.5,102.5,15.0,0.171,3.7,26.9,0.035,0.108,0.072,7.3,0.541,0.568,0.147,102.7,85.58,0.101,2221,2.6,5.8,Alex Caruso,2/28/1994,USA,0,0,0,9890000,14.151983508870947,OKC,68-14,15,24.2,166001694,25413694,162209242,82859950,3792452,Oklahoma City Thunder,0.33647223662121295,Paycom Center,18203,"Oklahoma City, OK",2002,89000000,31.76728268309377,8,Free_Market,54,1040.635,382,4.42,83.1,0,0,0.0,16,0.727,0,0.0,11,7,0.497,0.345,1,0.6320620397948625
1628365,1610612758,109.3,105.7,3.6,0.208,1.8,24.8,0.036,0.077,0.058,13.8,0.448,0.452,0.196,99.36,82.8,0.065,377,1.3,3.2,Markelle Fultz,5/29/1998,USA,2017,1,1,731831,0.0,SAC,40-42,15,27.4,171370782,30782782,166101303,107131940,1319695,Sacramento Kings,0.5877866649021191,Golden 1 Center,17500,"Sacramento, CA",2016,558000000,27.520876112251884,7,Free_Market,21,184.0583333,61,4.44,14.6,0,0,0.0,0,0.0,0,0.0,0,0,0.615,0.426,1,-0.2795265985200583
1628366,1610612741,113.5,108.0,5.5,0.187,2.8,28.0,0.029,0.106,0.068,10.0,0.504,0.524,0.152,105.6,88.0,0.078,1712,2.5,6.9,Lonzo Ball,10/27/1997,USA,2017,1,2,21395348,16.700311326676903,CHI,39-43,15,24.6,168006873,27418873,157180244,59395348,8739110,Chicago Bulls,1.1939224684724346,United Center,20917,"Chicago, IL",1994,175000000,28.10677618069815,7,Free_Market,35,777.03,267,4.29,59.3,0,0,0.0,52,0.963,0,0.0,15,16,0.626,0.333,1,0.3929318402412989
1628368,1610612759,113.7,114.9,-1.2,0.262,2.25,21.0,0.023,0.106,0.064,9.3,0.514,0.56,0.274,102.22,85.18,0.119,4768,8.7,18.8,De'Aaron Fox,12/20/1997,USA,2017,1,5,34848340,14.220976332738882,SAS,34-48,15,25.2,162809380,22221380,155231927,83196166,7577453,San Antonio Spurs ,0.18232155679395465,Frost Bank Center,18418,"San Antonio, TX",2002,175000000,27.958932238193018,7,Free_Market,62,2241.136667,1459,4.25,170.4,1,115,0.852,342,1.072,7,0.7,100,32,0.673,0.288,1,0.1574266473879751
1628368,1610612759,113.7,114.9,-1.2,0.262,2.25,21.0,0.023,0.106,0.064,9.3,0.514,0.56,0.274,102.22,85.18,0.119,4768,8.7,18.8,De'Aaron Fox,12/20/1997,USA,2017,1,5,34848340,14.220976332738882,SAS,34-48,15,25.2,162809380,22221380,155231927,83196166,7577453,San Antonio Spurs ,0.18232155679395465,Frost Bank Center,18418,"San Antonio, TX",2002,175000000,27.958932238193018,7,Free_Market,62,2241.136667,1459,4.25,170.4,1,115,0.852,54,0.659,7,0.7,100,32,0.673,0.288,1,0.13360655405139107
1628368,1610612759,113.7,114.9,-1.2,0.262,2.25,21.0,0.023,0.106,0.064,9.3,0.514,0.56,0.274,102.22,85.18,0.119,4768,8.7,18.8,De'Aaron Fox,12/20/1997,USA,2017,1,5,34848340,14.220976332738882,SAS,34-48,15,25.2,162809380,22221380,155231927,83196166,7577453,San Antonio Spurs ,0.18232155679395465,Frost Bank Center,18418,"San Antonio, TX",2002,175000000,27.958932238193018,7,Free_Market,62,2241.136667,1459,4.25,170.4,1,73,1.159,342,1.072,7,0.7,100,32,0.673,0.288,1,0.13811761075230097
1628368,1610612759,113.7,114.9,-1.2,0.262,2.25,21.0,0.023,0.106,0.064,9.3,0.514,0.56,0.274,102.22,85.18,0.119,4768,8.7,18.8,De'Aaron Fox,12/20/1997,USA,2017,1,5,34848340,14.220976332738882,SAS,34-48,15,25.2,162809380,22221380,155231927,83196166,7577453,San Antonio Spurs ,0.18232155679395465,Frost Bank Center,18418,"San Antonio, TX",2002,175000000,27.958932238193018,7,Free_Market,62,2241.136667,1459,4.25,170.4,1,73,1.159,54,0.659,7,0.7,100,32,0.673,0.288,1,0.134295621921446
1628369,1610612738,119.6,109.8,9.8,0.266,2.06,18.9,0.017,0.206,0.112,9.2,0.537,0.582,0.301,98.14,81.78,0.158,5368,9.2,20.3,Jayson Tatum,3/3/1998,USA,2017,1,3,34848340,15.803385043104912,BOS,61-21,15,27.5,197048229,56460229,193098445,114054140,1319695,Boston Celtics,2.1400661634962708,TD Garden,19156,"Boston, MA",1995,160000000,27.759069130732374,7,Free_Market,72,2623.816667,1932,3.65,168.5,7,484,1.008,506,0.955,142,1.052,91,30,0.633,0.423,1,0.2130943782496443
1628370,1610612758,117.0,114.5,2.5,0.246,2.28,23.6,0.014,0.104,0.059,10.4,0.513,0.549,0.236,101.33,84.45,0.099,4339,6.3,14.4,Malik Monk,2/4/1998,USA,2017,1,11,17405203,13.211108417398096,SAC,40-42,15,27.4,171370782,30782782,166101303,107131940,1319695,Sacramento Kings,0.5877866649021191,Golden 1 Center,17500,"Sacramento, CA",2016,558000000,27.83299110198494,7,Free_Market,65,2054.11,1117,4.33,158.8,0,84,0.913,293,0.904,0,0.0,73,31,0.619,0.362,1,-0.1394242685932559
1628371,1610612753,105.9,106.6,-0.7,0.056,1.21,9.0,0.1,0.188,0.141,7.4,0.474,0.512,0.155,98.62,82.18,0.108,2229,1.9,4.6,Jonathan Isaac,10/3/1997,USA,2017,1,6,27600000,13.067486828716953,ORL,41-41,15,25.3,152959238,12371238,152959238,63257000,11466009,Orlando Magic,1.8562979903656263,Amway Center,18000,"Orlando, FL",2010,480000000,28.17248459958932,7,Free_Market,71,1090.015,380,4.27,84.0,0,0,0.0,0,0.0,9,0.818,12,18,0.519,0.441,1,0.5174657627288626
1628374,1610612762,111.4,117.5,-6.1,0.074,1.06,7.7,0.046,0.134,0.09,7.2,0.521,0.571,0.231,101.64,84.7,0.103,3127,6.3,14.9,Lauri Markkanen,5/22/1997,Finland,2017,1,7,42176400,13.037678745987051,UTA,17-65,15,23.9,154114022,13526022,142648013,86906400,11466009,Utah Jazz,1.2809338454620642,Delta Center,18306,"Salt Lake City, UT",1991,93000000,28.539356605065024,7,Max_Contract,47,1475.843333,892,4.27,112.8,1,36,0.923,21,0.955,29,0.906,37,18,0.615,0.368,0,0.535866608965177
