PLAYER_ID,TEAM_ID,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PACE_PER40,PIE,POSS,FGM_PG,FGA_PG,PLAYER_NAME,BIRTHDATE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,Salary,Followers,TEAM_ABBREVIATION,record,active_players,avg_team_age,total_cap_used,remaining_cap_space,active_cap,active_top_3,dead_cap,TEAM_NAME,OWNER_NET_WORTH_B,Stadium_Name,Capacity,City,STADIUM_YEAR_OPENED,STADIUM_COST,Age,YOS,GP,MIN,PTS,Contract_Type
203944,1610612750,115,111.6,3.4,0.228,1.65,20.1,0.065,0.149,0.108,12.2,0.542,0.593,0.246,98.45,82.04,0.124,4569,6.6,13.6,Julius Randle,11/29/1994,USA,2014,1,7,33073920,992100,MIN,49-33,15,26.1,236725861,96137861,198847571,119077906,3705899,Minnesota Timberwolves,2.9,Target Center,18978,"Minneapolis, MN",1990,104000000,30,10,69,2225.526667,1288,Free_Market
203952,1610612748,109.4,111.7,-2.3,0.137,1.6,13.1,0.045,0.095,0.069,8.2,0.526,0.566,0.238,99.96,83.3,0.105,3831,6.3,14,Andrew Wiggins,2/23/1995,Canada,2014,1,1,26276786,2100000,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,791771,Miami Heat,8.6,Kaseya Center,19600,"Miami, FL",1999,213000000,29,10,60,1842.281667,1078,Free_Market
203954,1610612755,104,109.5,-5.5,0.286,1.37,15.8,0.062,0.207,0.134,11.5,0.481,0.58,0.342,99.95,83.29,0.169,1200,7.4,16.6,Joel Embiid,3/16/1994,Cameroon,2014,1,3,51415938,7200000,PHI,24-58,15,26.6,170340647,29752647,169548876,135768738,791771,Philidelphia 76ers,11.2,Wells Fargo Center,20478,"Philadelphia, PA",1996,210000000,30,10,19,574.3933333,452,Max_Contract
203957,1610612742,109.3,115.2,-6,0.22,2.55,24.8,0.01,0.074,0.042,9.7,0.563,0.589,0.193,101.4,84.5,0.083,786,3.2,6.7,Danté Exum,7/13/1995,Australia,2014,1,5,3150000,205600,DAL,39-43,15,26.8,187147472,46559472,172077663,99092456,2328828,Dallas Mavericks ,32.3,American Airlines Center,19200,"Dallas, TX",2001,420000000,29,10,20,372.31,174,Free_Market
203967,1610612743,97.3,108.7,-11.5,0.17,1.53,22.8,0.059,0.158,0.107,14.9,0.422,0.449,0.157,99.59,82.99,0.067,437,1.3,3.6,Dario Šarić,4/8/1994,Croatia,2014,1,12,5168000,112300,DEN,50-32,15,26,192786656,52198656,182574315,123292088,7125652,Denver Nuggets,16.9,Ball Arena,19520,"Denver, CO",1999,187000000,30,10,16,210.3833333,56,Free_Market
203991,1610612737,108.7,111.5,-2.7,0.073,1.32,11.4,0.132,0.238,0.183,8.7,0.559,0.564,0.16,105.23,87.69,0.117,2575,4,7.1,Clint Capela,5/18/1994,Switzerland,2014,1,25,22265280,608700,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,12.3,State Farm Arena,16600,"Atlanta, GA",1999,213000000,30,10,55,1176.433333,488,Free_Market
203992,1610612746,112.7,110,2.7,0.152,1.97,19.7,0.017,0.098,0.057,10,0.534,0.559,0.183,101.35,84.46,0.074,2858,3.9,9.1,Bogdan Bogdanović,8/18/1992,Serbia,2014,1,27,17260000,847800,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,123,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,32,10,54,1347.658333,583,Free_Market
203994,1610612766,106.1,115.1,-9,0.167,1.19,18.6,0.077,0.285,0.181,15.7,0.523,0.555,0.202,99.79,83.16,0.116,2216,3.3,6.9,Jusuf Nurkić,8/23/1994,Bosnia and Herzegovina,2014,1,16,18125000,390500,CHA,19-63,15,25.2,167423486,26835486,152436862,80445913,14986624,Charlotte Hornets ,0.4,Spectrum Center,19077,"Charlotte, NC",2005,260000000,30,10,51,1062.826667,453,Free_Market
203995,1610612756,102.2,109.4,-7.2,0.258,1.66,25.9,0.023,0.085,0.053,15.6,0.43,0.462,0.199,97.45,81.21,0.061,1590,2.3,6.7,Vasilije Micic,1/13/1994,Serbia,2014,2,52,7723000,76600,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,10,Toyota Center,18055,"Houston, TX",2003,235000000,30,10,41,784.9083333,269,Free_Market
203999,1610612743,125.6,115.1,10.5,0.398,3.11,28.7,0.083,0.252,0.173,9.2,0.627,0.663,0.285,101.99,84.99,0.206,5471,11.2,19.5,Nikola Jokić,2/19/1995,Serbia,2014,2,41,51415938,0,DEN,50-32,15,26,192786656,52198656,182574315,123292088,3705899,Denver Nuggets,16.9,Ball Arena,19520,"Denver, CO",1999,187000000,29,10,70,2570.765,2071,Max_Contract
204001,1610612738,116.2,110.3,5.8,0.113,1.64,10.8,0.054,0.163,0.11,6.6,0.572,0.618,0.253,99.83,83.19,0.132,2528,6.6,13.7,Kristaps Porziņģis,8/2/1995,Latvia,2015,1,4,29268293,1600000,BOS,61-21,15,27.5,197048229,56460229,193098445,114054140,3705899,Boston Celtics,7.5,TD Garden,19156,"Boston, MA",1995,160000000,29,9,42,1209.963333,818,Free_Market
204060,1610612750,108.9,113.1,-4.2,0.261,2.56,41.8,0.017,0.08,0.048,16.4,0.326,0.326,0.113,102.03,85.02,0.025,248,0.3,1.2,Joe Ingles,10/2/1987,Australia,,,,2087519,0,MIN,49-33,15,26.1,236725861,96137861,198847571,119077906,3705899,Minnesota Timberwolves,2.9,Target Center,18978,"Minneapolis, MN",1990,104000000,37,9,19,114.0866667,15,Free_Market
204456,1610612754,111.1,113.8,-2.7,0.359,3.22,31.3,0.032,0.104,0.069,9.7,0.531,0.547,0.226,103.69,86.4,0.129,3069,4.1,7.9,T.J. McConnell,3/25/1992,USA,2015,0,,9500000,196500,IND,50-32,15,25.7,171232577,30644577,166839774,104281300,2530538,Indiana Pacers ,2.4,Gainbridge Fieldhouse,17923,"Indianapolis, IN",1999,183000000,32,9,79,1415.433333,720,Free_Market
1626145,1610612756,113.6,116.1,-2.5,0.276,4.71,34.9,0.019,0.069,0.045,7.4,0.57,0.585,0.16,99.19,82.66,0.099,4500,3.8,8.4,Tyus Jones,5/10/1996,USA,2015,1,24,2087519,398900,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,10,Toyota Center,18055,"Houston, TX",2003,235000000,28,9,81,2173.516667,829,Free_Market
1626153,1610612752,106.1,106.3,-0.2,0.162,3.5,31.8,0.042,0.061,0.051,9.1,0.42,0.44,0.111,98.84,82.36,0.061,1308,1.1,3.3,Delon Wright,4/26/1992,USA,2015,1,20,2087519,126300,NYK,51-31,15,26.5,188877651,48289651,188001268,110803733,876383,New York Knicks,2,Madison Square Garden,19812,"New York, NY",1968,100000000,32,9,40,634.4966667,125,Free_Market
1626156,1610612751,110.1,111.6,-1.5,0.302,2.75,26.9,0.013,0.093,0.053,9.8,0.479,0.522,0.228,99.59,82.99,0.098,3092,4.3,11,D'Angelo Russell,2/23/1996,USA,2015,1,2,18692307,3700000,BKN,26-56,15,23.8,178836132,38248132,112077151,69311624,58408905,Brooklyn nets ,11,Barclays Center,17732,"Brooklyn, NY",2012,1000000000,28,9,58,1480.418333,732,Free_Market
1626157,1610612752,119.4,112.7,6.8,0.13,1.16,12.4,0.087,0.284,0.187,10.7,0.584,0.63,0.265,99.25,82.71,0.161,5215,8.9,16.9,Karl-Anthony Towns,11/15/1995,USA,2015,1,1,49205800,4400000,NYK,51-31,15,26.5,188877651,48289651,188001268,110803733,876383,New York Knicks,2,Madison Square Garden,19812,"New York, NY",1968,100000000,29,9,72,2516.72,1759,Max_Contract
1626158,1610612764,110.2,114.5,-4.3,0.112,2,18.5,0.113,0.208,0.161,9.3,0.647,0.695,0.143,100.78,83.99,0.135,1127,2.9,4.5,Richaun Holmes,10/15/1993,USA,2015,2,37,12648321,77900,WAS,18-64,15,24.5,211677970,71089970,162581956,83151786,7021331,Washington Wizards,3.1,Capital One Arena,20356,"Washington, D.C.",1997,260000000,31,9,31,534.135,230,Free_Market
1626164,1610612756,115.3,118.5,-3.2,0.301,2.4,22.4,0.028,0.08,0.055,9.3,0.525,0.589,0.285,98.72,82.27,0.122,5752,8.7,18.9,Devin Booker,10/30/1996,USA,2015,1,13,49205800,5600000,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,10,Toyota Center,18055,"Houston, TX",2003,235000000,28,9,75,2794.966667,1923,Max_Contract
1626166,1610612752,116.6,107.5,9.1,0.251,3.9,28.1,0.013,0.081,0.047,7.2,0.506,0.532,0.2,100.23,83.52,0.089,2275,2.5,6.2,Cameron Payne,8/8/1994,USA,2015,1,14,2087519,0,NYK,51-31,15,26.5,188877651,48289651,188001268,110803733,876383,New York Knicks,2,Madison Square Garden,19812,"New York, NY",1968,100000000,30,9,72,1089.976667,500,Free_Market
1626167,1610612754,116.1,111.5,4.7,0.072,0.9,9.7,0.043,0.169,0.109,10.7,0.577,0.612,0.207,100.19,83.49,0.103,4533,5.4,11.3,Myles Turner,3/24/1996,USA,2015,1,11,19928500,427500,IND,50-32,15,25.7,171232577,30644577,166839774,104281300,2530538,Indiana Pacers ,2.4,Gainbridge Fieldhouse,17923,"Indianapolis, IN",1999,183000000,28,9,72,2173.636667,1120,Free_Market
1626168,1610612758,111.8,113.8,-2,0.084,2.1,15.4,0.056,0.177,0.114,7.3,0.528,0.551,0.139,100.04,83.36,0.087,2807,2.3,5.4,Trey Lyles,11/5/1995,Canada,2015,1,12,8000000,158300,SAC,40-42,15,27.4,171370782,30782782,166101303,107131940,1319695,Sacramento Kings,0.8,Golden 1 Center,17500,"Sacramento, CA",2016,558000000,29,9,69,1349.521667,451,Free_Market
1626171,1610612749,114.1,110.8,3.4,0.126,1.82,13.2,0.071,0.235,0.156,7.2,0.52,0.542,0.234,101.2,84.33,0.131,2625,5.7,12.1,Bobby Portis,2/10/1995,USA,2015,1,22,12578286,305800,MIL,48-34,15,26.7,195746447,55158447,183221333,122031412,306447,Milwaukee Bucks,8.5,Fiserv Forum,17500,"Milwaukee, WI",2018,524000000,29,9,49,1243.68,680,Free_Market
1626172,1610612744,112.5,106.9,5.6,0.143,3.03,24.7,0.139,0.227,0.181,8.2,0.518,0.535,0.125,100.61,83.84,0.114,2386,1.9,3.7,Kevon Looney,2/6/1996,USA,2015,1,30,8000000,438600,GSW,48-34,15,27.2,199518342,58930342,176474440,128667036,306447,Golden State Warriors ,4,Chase Center,18064,"San Francisco, CA",2019,1400000000,28,9,76,1142.155,344,Free_Market
1626179,1610612748,107.3,112.3,-4.9,0.152,2.14,18.1,0.025,0.113,0.068,8.4,0.462,0.497,0.195,99.13,82.61,0.078,3437,3.9,9.9,Terry Rozier,3/17/1994,USA,2015,1,16,24924126,512900,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,3733720,Miami Heat,8.6,Kaseya Center,19600,"Miami, FL",1999,213000000,30,9,64,1658.22,679,Free_Market
1626181,1610612746,116.2,107.4,8.8,0.096,1.16,9.7,0.011,0.085,0.049,8.4,0.578,0.615,0.255,99.69,83.08,0.11,4063,7.6,15.8,Norman Powell,5/25/1993,USA,2015,2,46,19241379,330900,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,123,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,31,9,60,1957.988333,1306,Free_Market
1626192,1610612749,111.7,114.6,-2.9,0.159,2.92,24.7,0.032,0.14,0.088,8.5,0.542,0.567,0.151,99.41,82.84,0.088,1259,2,4.3,Pat Connaughton,1/6/1993,USA,2015,2,41,9423869,175600,MIL,48-34,15,26.7,195746447,55158447,183221333,122031412,7768363,Milwaukee Bucks,8.5,Fiserv Forum,17500,"Milwaukee, WI",2018,524000000,31,9,41,602.8266667,216,Free_Market
1626220,1610612756,112.1,116.4,-4.2,0.128,2.51,20.1,0.029,0.157,0.094,8,0.58,0.585,0.151,100.27,83.56,0.085,3840,3.2,7.6,Royce O'Neale,6/5/1993,USA,,,,9375000,144900,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,10,Toyota Center,18055,"Houston, TX",2003,235000000,31,9,75,1836.873333,680,Free_Market
1627732,1610612746,111.7,113.5,-1.8,0.358,2.79,45.7,0.043,0.184,0.113,16.3,0.52,0.539,0.133,98.17,81.81,0.103,2283,2.3,4.4,Ben Simmons,7/20/1996,Australia,2016,1,1,755826,7100000,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,123,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,28,8,51,1119.693333,256,Free_Market
1627734,1610612758,116.5,113.9,2.6,0.251,2.09,25.7,0.11,0.286,0.199,12.3,0.627,0.655,0.213,99.78,83.15,0.164,5054,7.5,12.8,Domantas Sabonis,5/3/1996,Lithuania,2016,1,11,39200000,369600,SAC,40-42,15,27.4,171370782,30782782,166101303,107131940,1319695,Sacramento Kings,0.8,Golden 1 Center,17500,"Sacramento, CA",2016,558000000,28,8,70,2428.876667,1337,Free_Market
1627736,1610612765,113.3,110.2,3.1,0.089,1.67,10.3,0.02,0.069,0.045,6.2,0.579,0.59,0.215,102.76,85.63,0.091,4898,5.6,13.1,Malik Beasley,11/26/1996,USA,2016,1,19,6000000,246600,DET,44-38,15,25,141808220,1220220,133989678,56559037,7818542,Detroit Pistons ,10.1,Little Caesars Arena,20491,"Detroit, MI",2017,863000000,28,8,82,2282.946667,1336,Free_Market
1627739,1610612746,113.8,106,7.8,0.153,2.84,28.7,0.031,0.111,0.072,10.1,0.525,0.531,0.126,99.24,82.7,0.07,3675,2.6,5.9,Kris Dunn,3/18/1994,USA,2016,1,5,5168000,0,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,123,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,30,8,74,1782.918333,474,Free_Market
1627741,1610612744,112.3,110.1,2.2,0.106,1.47,13,0.025,0.111,0.066,8.8,0.546,0.56,0.196,100.82,84.02,0.085,3937,4,9.6,Buddy Hield,12/17/1992,Bahamas,2016,1,6,8780488,687000,GSW,48-34,15,27.2,199518342,58930342,176474440,128667036,306447,Golden State Warriors ,4,Chase Center,18064,"San Francisco, CA",2019,1400000000,32,8,82,1862.988333,912,Free_Market
1627742,1610612761,107,117.7,-10.7,0.28,1.35,18,0.027,0.14,0.083,13.3,0.53,0.56,0.305,97.49,81.24,0.122,1209,8.6,18.5,Brandon Ingram,9/2/1997,USA,2016,1,2,36016200,2100000,TOR,30-52,15,24.9,178496026,37908026,154302912,94310843,16405595,Toronto Raptors,2.8,Scotiabank Arena,19800,"Toronto, ON",1999,265000000,27,8,18,595.0316667,400,Free_Market
1627747,1610612737,120.5,113.4,7.2,0.178,2.83,22.5,0.026,0.096,0.062,7.9,0.556,0.582,0.191,103.21,86.01,0.094,3437,4.4,9.4,Caris LeVert,8/25/1994,USA,2016,1,20,16615384,228400,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,12.3,State Farm Arena,16600,"Atlanta, GA",1999,213000000,30,8,64,1596.106667,776,Free_Market
1627749,1610612740,109,118.1,-9.1,0.347,2.15,25.9,0.015,0.183,0.094,12,0.445,0.494,0.263,102.86,85.72,0.118,2165,6.3,15.9,Dejounte Murray,9/19/1996,USA,2016,1,29,28817135,1400000,NOP,21-61,15,24.3,182966321,42378321,167934095,98876138,2715108,New Orleans Pelicans,7.9,Smoothie King Center,16867,"New Orleans, LA",1999,114000000,28,8,31,1012.148333,542,Free_Market
1627750,1610612743,122,115.5,6.5,0.223,2.92,22.9,0.019,0.084,0.053,7.8,0.543,0.584,0.235,100.72,83.93,0.111,5075,7.9,16.7,Jamal Murray,2/23/1997,Canada,2016,1,7,36016200,1300000,DEN,50-32,15,26,192786656,52198656,182574315,123292088,16405595,Denver Nuggets,16.9,Ball Arena,19520,"Denver, CO",1999,187000000,27,8,67,2418.346667,1436,Free_Market
1627751,1610612761,111.2,111.9,-0.7,0.136,1.42,17.4,0.11,0.206,0.158,12.2,0.628,0.641,0.184,101.44,84.53,0.133,3557,6.4,10.2,Jakob Poeltl,10/15/1995,Austria,2016,1,9,19500000,77300,TOR,30-52,15,24.9,178496026,37908026,154302912,94310843,16405595,Toronto Raptors,2.8,Scotiabank Arena,19800,"Toronto, ON",1999,265000000,29,8,57,1685.748333,824,Free_Market
1627752,1610612749,114,114.5,-0.4,0.093,1.89,20.1,0.016,0.11,0.065,10.6,0.6,0.613,0.123,100.95,84.12,0.064,4554,2.9,6.4,Taurean Prince,3/22/1994,USA,2016,1,12,2087519,230300,MIL,48-34,15,26.7,195746447,55158447,183221333,122031412,7021331,Milwaukee Bucks,8.5,Fiserv Forum,17500,"Milwaukee, WI",2018,524000000,30,8,80,2165.86,656,Free_Market
1627759,1610612738,121.1,111.7,9.5,0.204,1.77,16.8,0.037,0.126,0.082,9.5,0.515,0.555,0.282,98.57,82.14,0.114,4424,8.2,17.7,Jaylen Brown,10/24/1996,USA,2016,1,3,49205800,4000000,BOS,61-21,15,27.5,197048229,56460229,193098445,114054140,7021331,Boston Celtics,7.5,TD Garden,19156,"Boston, MA",1995,160000000,28,8,63,2157.928333,1398,Max_Contract
1627763,1610612764,106.5,116.9,-10.4,0.267,2.58,23.5,0.036,0.119,0.077,9.1,0.467,0.544,0.231,103.18,85.98,0.113,1215,4.3,10,Malcolm Brogdon,12/11/1992,USA,2016,2,36,22500000,156400,WAS,18-64,15,24.5,211677970,71089970,162581956,83151786,7021331,Washington Wizards,3.1,Capital One Arena,20356,"Washington, D.C.",1997,260000000,32,8,24,564.0766667,305,Free_Market
1627777,1610612737,118.7,114.1,4.7,0.087,1.35,13.2,0.027,0.126,0.077,9.8,0.595,0.607,0.177,102.45,85.37,0.071,3633,3.6,7.8,Georges Niang,6/17/1993,USA,2016,2,50,8500000,116900,ATL,40-42,15,25.3,174418704,33830704,161255749,81912604,7125652,Atlanta Hawks,12.3,State Farm Arena,16600,"Atlanta, GA",1999,213000000,31,8,79,1697.233333,784,Free_Market
1627783,1610612754,114.5,108.9,5.5,0.155,2.41,15.6,0.053,0.154,0.104,6.5,0.572,0.599,0.237,101.43,84.53,0.13,5390,7.9,15.2,Pascal Siakam,4/2/1994,Cameroon,2016,1,27,42176400,852600,IND,50-32,15,25.7,171232577,30644577,166839774,104281300,2530538,Indiana Pacers ,2.4,Gainbridge Fieldhouse,17923,"Indianapolis, IN",1999,183000000,30,8,78,2547.853333,1578,Max_Contract
1627814,1610612756,104.7,98.7,6,0.121,1.1,10.5,0.02,0.104,0.064,9.5,0.426,0.499,0.269,104.99,87.49,0.089,318,1.1,3,Damion Lee,10/21/1992,USA,,,,2087519,269000,HOU,52-30,15,25.7,173496349,32908349,161552948,78702108,7768363,Pheonix Suns,10,Toyota Center,18055,"Houston, TX",2003,235000000,32,8,25,144.0183333,83,Free_Market
1627824,1610612755,113.5,116.7,-3.2,0.114,1.7,17.2,0.07,0.149,0.108,10.1,0.593,0.616,0.163,97.28,81.07,0.092,3842,4,8,Guerschon Yabusele,12/17/1995,France,2016,1,16,2087519,175900,PHI,24-58,15,26.6,170340647,29752647,169548876,135768738,791771,Philidelphia 76ers,11.2,Wells Fargo Center,20478,"Philadelphia, PA",1996,210000000,29,8,70,1894.736667,768,Free_Market
1627826,1610612746,116.5,107.1,9.4,0.121,1.69,15.5,0.122,0.271,0.199,9.2,0.628,0.641,0.192,98.55,82.13,0.157,5392,7.4,11.8,Ivica Zubac,3/18/1997,Croatia,2016,2,32,11743210,170500,LAC,50-32,15,27.7,174670238,34082238,166986734,102101025,3733720,LA Clippers,123,Intuit Dome,18300,"Inglewood, CA",2024,2000000000,27,8,80,2624.176667,1340,Free_Market
1627827,1610612747,119.1,110.3,8.8,0.066,1.61,15,0.047,0.089,0.069,9.3,0.597,0.604,0.123,98.14,81.78,0.06,3711,3.1,6.9,Dorian Finney-Smith,5/4/1993,USA,,,,14924167,143800,LAL,50-32,15,27.7,200785985,60197985,182745885,108760785,5514986,Los Angeles Lakers ,30,Crypto.com Arena,19068,"Los Angeles, CA",1999,375000000,31,8,63,1818.678333,549,Free_Market
1627832,1610612745,115,108.8,6.2,0.217,3.83,27,0.014,0.089,0.049,7.1,0.483,0.515,0.176,98.18,81.82,0.093,4316,4.8,12.7,Fred VanVleet,2/25/1994,USA,,,,42846615,624500,OKC,68-14,15,24.2,166001694,25413694,162209242,82859950,3792452,Oklahoma City Thunder,0.4,Paycom Center,18203,"Oklahoma City, OK",2002,89000000,30,8,60,2111.298333,844,Max_Contract
1627936,1610612760,117.5,102.5,15,0.171,3.7,26.9,0.035,0.108,0.072,7.3,0.541,0.568,0.147,102.7,85.58,0.101,2221,2.6,5.8,Alex Caruso,2/28/1994,USA,,,,9890000,1400000,OKC,68-14,15,24.2,166001694,25413694,162209242,82859950,3792452,Oklahoma City Thunder,0.4,Paycom Center,18203,"Oklahoma City, OK",2002,89000000,30,8,54,1040.635,382,Free_Market
1628365,1610612758,109.3,105.7,3.6,0.208,1.8,24.8,0.036,0.077,0.058,13.8,0.448,0.452,0.196,99.36,82.8,0.065,377,1.3,3.2,Markelle Fultz,5/29/1998,USA,2017,1,1,731831,0,SAC,40-42,15,27.4,171370782,30782782,166101303,107131940,1319695,Sacramento Kings,0.8,Golden 1 Center,17500,"Sacramento, CA",2016,558000000,26,7,21,184.0583333,61,Free_Market
1628366,1610612741,113.5,108,5.5,0.187,2.8,28,0.029,0.106,0.068,10,0.504,0.524,0.152,105.6,88,0.078,1712,2.5,6.9,Lonzo Ball,10/27/1997,USA,2017,1,2,21395348,17900000,CHI,39-43,15,24.6,168006873,27418873,157180244,59395348,8739110,Chicago Bulls,2.3,United Center,20917,"Chicago, IL",1994,175000000,27,7,35,777.03,267,Free_Market
1628368,1610612759,113.7,114.9,-1.2,0.262,2.25,21,0.023,0.106,0.064,9.3,0.514,0.56,0.274,102.22,85.18,0.119,4768,8.7,18.8,De'Aaron Fox,12/20/1997,USA,2017,1,5,34848340,1500000,SAS,34-48,15,25.2,162809380,22221380,155231927,83196166,7577453,San Antonio Spurs ,0.2,Frost Bank Center,18418,"San Antonio, TX",2002,175000000,27,7,62,2241.136667,1459,Free_Market
1628369,1610612738,119.6,109.8,9.8,0.266,2.06,18.9,0.017,0.206,0.112,9.2,0.537,0.582,0.301,98.14,81.78,0.158,5368,9.2,20.3,Jayson Tatum,3/3/1998,USA,2017,1,3,34848340,7300000,BOS,61-21,15,27.5,197048229,56460229,193098445,114054140,1319695,Boston Celtics,7.5,TD Garden,19156,"Boston, MA",1995,160000000,26,7,72,2623.816667,1932,Free_Market
1628370,1610612758,117,114.5,2.5,0.246,2.28,23.6,0.014,0.104,0.059,10.4,0.513,0.549,0.236,101.33,84.45,0.099,4339,6.3,14.4,Malik Monk,2/4/1998,USA,2017,1,11,17405203,546400,SAC,40-42,15,27.4,171370782,30782782,166101303,107131940,1319695,Sacramento Kings,0.8,Golden 1 Center,17500,"Sacramento, CA",2016,558000000,26,7,65,2054.11,1117,Free_Market
1628371,1610612753,105.9,106.6,-0.7,0.056,1.21,9,0.1,0.188,0.141,7.4,0.474,0.512,0.155,98.62,82.18,0.108,2229,1.9,4.6,Jonathan Isaac,10/3/1997,USA,2017,1,6,27600000,473300,ORL,41-41,15,25.3,152959238,12371238,152959238,63257000,11466009,Orlando Magic,5.4,Amway Center,18000,"Orlando, FL",2010,480000000,27,7,71,1090.015,380,Free_Market
1628374,1610612762,111.4,117.5,-6.1,0.074,1.06,7.7,0.046,0.134,0.09,7.2,0.521,0.571,0.231,101.64,84.7,0.103,3127,6.3,14.9,Lauri Markkanen,5/22/1997,Finland,2017,1,7,42176400,459400,UTA,17-65,15,23.9,154114022,13526022,142648013,86906400,11466009,Utah Jazz,2.6,Delta Center,18306,"Salt Lake City, UT",1991,93000000,27,7,47,1475.843333,892,Max_Contract
1628378,1610612739,119.7,109.1,10.5,0.238,2.38,18,0.025,0.112,0.069,7.6,0.531,0.575,0.298,102.21,85.18,0.137,4762,8.2,18.6,Donovan Mitchell,9/7/1996,USA,2017,1,13,35410310,3800000,CLE,64-18,15,26,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,32.4,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,28,7,71,2232.033333,1701,Free_Market
1628379,1610612763,117.6,114.5,3.1,0.179,2.99,29.3,0.024,0.094,0.059,9.8,0.609,0.631,0.14,104.99,87.49,0.093,3228,3.2,6.6,Luke Kennard,6/24/1996,USA,2017,1,12,9250000,197300,MEM,48-34,15,24.6,167814933,27226933,155850296,95988718,8014853,Memphis Grizzlies,24,FedExForum,18119,"Memphis, TN",2004,250000000,28,7,65,1471.691667,576,Free_Market
1628380,1610612741,109.4,109.9,-0.4,0.162,1.85,21.9,0.096,0.177,0.136,11.8,0.56,0.605,0.166,102.77,85.64,0.106,2083,2.4,4.7,Zach Collins,11/19/1997,USA,2017,1,10,16741200,93200,CHI,39-43,15,24.6,168006873,27418873,157180244,59395348,8739110,Chicago Bulls,2.3,United Center,20917,"Chicago, IL",1994,175000000,27,7,64,977.06,407,Free_Market
1628381,1610612762,112.4,113.3,-0.9,0.105,0.78,10.2,0.073,0.179,0.128,13.2,0.583,0.628,0.234,101.72,84.77,0.129,2590,7,13.3,John Collins,9/23/1997,USA,2017,1,19,26580000,184700,UTA,17-65,15,23.9,154114022,13526022,142648013,86906400,11466009,Utah Jazz,2.6,Delta Center,18306,"Salt Lake City, UT",1991,93000000,27,7,40,1220.491667,758,Free_Market
1628384,1610612752,117.7,112.3,5.4,0.084,1.61,11.8,0.037,0.098,0.067,7.3,0.559,0.591,0.195,97.73,81.44,0.093,5511,6.6,13.9,OG Anunoby,7/17/1997,United Kingdom,2017,1,23,36637932,347100,NYK,51-31,15,26.5,188877651,48289651,188001268,110803733,876383,New York Knicks,2,Madison Square Garden,19812,"New York, NY",1968,100000000,27,7,74,2705.776667,1332,Free_Market
1628386,1610612739,121.9,111.3,10.5,0.091,1.63,15.5,0.095,0.238,0.169,9.5,0.706,0.724,0.156,101.43,84.53,0.148,4853,5.5,7.8,Jarrett Allen,4/21/1998,USA,2017,1,22,20000000,279600,CLE,64-18,15,26,178212347,37624347,169371096,93832409,491175,Cleveland Calvaliers ,32.4,Rocket Mortgage FieldHouse,19432,"Cleveland, OH",1994,100000000,26,7,82,2296.053333,1103,Free_Market
1628389,1610612748,110.9,110.8,0.1,0.204,2.09,19.2,0.069,0.214,0.141,9.2,0.521,0.561,0.232,97.02,80.85,0.137,5414,6.9,14.3,Bam Adebayo,7/18/1997,USA,2017,1,14,34848340,1100000,MIA,37-45,15,26.6,179350729,38762729,173088172,90125126,3792452,Miami Heat,8.6,Kaseya Center,19600,"Miami, FL",1999,213000000,27,7,78,2673.693333,1410,Free_Market
1628392,1610612760,118.3,105.3,13,0.178,2.28,25.9,0.103,0.262,0.185,11.3,0.581,0.599,0.165,101.56,84.64,0.138,3355,4.9,8.4,Isaiah Hartenstein,5/5/1998,Germany,2017,2,43,30000000,225000,OKC,68-14,15,24.2,166001694,25413694,162209242,82859950,3792452,Oklahoma City Thunder,0.4,Paycom Center,18203,"Oklahoma City, OK",2002,89000000,26,7,57,1589.641667,637,Free_Market
