PLAYER_ID,PLAYER_NAME_stats,TEAM_ID,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_PG_RANK,FGA_PG_RANK,PLAYER_NAME_context,BIRTHDATE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,merge_key,Player_Name,Salary,Followers
203507,Giannis Antetokounmpo,1610612749,117.7,118.9,118.9,110.4,111.7,111.7,7.3,7.2,7.2,0.339,2.1,19.2,0.067,0.266,0.172,9.1,9.1,0.607,0.625,0.346,0.352,101.24,100.18,83.48,100.18,0.21,4772,11.8,19.7,52,42,42,257,302,302,75,77,77,18,174,233,135,14,31,235,233,70,79,2,2,298,366,366,2,1,9,Giannis Antetokounmpo,1994-12-06T00:00:00,Greece,2013,1,15,giannis antetokounmpo,Antetokounmpo  Giannis Antetokounmpo,48787676.0,16100000.0
203552,Seth Curry,1610612766,104.4,106.2,106.2,114.1,114.1,114.1,-9.7,-8.0,-8.0,0.087,1.88,13.4,0.02,0.081,0.049,7.1,7.1,0.599,0.616,0.151,0.156,100.0,99.1,82.58,99.1,0.083,2194,2.4,5.0,463,414,414,423,396,396,468,441,441,402,236,412,460,477,497,95,92,84,97,373,379,403,450,450,320,325,328,Seth Curry,1990-08-23T00:00:00,USA,Undrafted,Undrafted,Undrafted,seth curry,Curry  Seth Curry,2087519.0,2000000.0
203897,Zach LaVine,1610612758,114.4,115.4,115.4,115.3,116.8,116.8,-0.9,-1.4,-1.4,0.178,1.49,16.7,0.009,0.107,0.059,11.2,11.1,0.609,0.639,0.251,0.257,102.36,101.28,84.4,101.28,0.115,5493,8.4,16.5,116,105,105,459,490,490,271,280,280,169,366,313,543,349,431,390,386,66,54,61,63,196,281,281,118,24,41,Zach LaVine,1995-03-10T00:00:00,USA,2014,1,13,zach lavine,LaVine  Zach LaVine,44531940.0,2300000.0
203901,Elfrid Payton,1610612740,100.3,99.7,99.7,112.7,113.1,113.1,-12.4,-13.4,-13.4,0.443,2.81,47.4,0.027,0.114,0.071,16.9,16.9,0.332,0.34,0.151,0.156,101.23,101.3,84.42,101.3,0.079,1076,1.7,5.1,515,509,509,352,348,348,510,523,523,3,77,7,382,315,336,552,551,541,542,374,380,299,276,276,353,404,326,Elfrid Payton,1994-02-22T00:00:00,USA,2014,1,10,elfrid payton,Payton  Elfrid Payton,51527.0,
203903,Jordan Clarkson,1610612762,105.9,107.5,107.5,116.9,117.5,117.5,-11.0,-10.0,-10.0,0.238,1.6,17.8,0.025,0.092,0.058,11.1,11.0,0.493,0.54,0.269,0.277,103.19,102.16,85.14,102.16,0.102,2049,5.4,13.3,424,379,379,497,502,502,490,477,477,85,333,277,420,420,438,382,381,413,374,43,40,129,206,206,189,99,75,Jordan Clarkson,1992-06-07T00:00:00,USA,2014,2,46,jordan clarkson,Clarkson  Jordan Clarkson,14092577.0,2000000.0
203914,Gary Harris,1610612753,108.6,110.4,110.4,103.0,103.2,103.2,5.6,7.2,7.2,0.058,1.76,16.3,0.026,0.063,0.044,9.2,9.2,0.519,0.524,0.09,0.093,100.46,99.58,82.99,99.58,0.043,1465,1.1,2.8,339,276,276,42,53,53,109,78,78,525,273,326,394,538,533,244,243,338,410,553,553,370,415,415,526,473,463,Gary Harris,1994-09-14T00:00:00,USA,2014,1,19,gary harris,Harris  Gary Harris,7500000.0,138000.0
203915,Spencer Dinwiddie,1610612742,109.8,110.1,110.1,114.8,115.1,115.1,-5.0,-5.0,-5.0,0.228,3.42,28.3,0.008,0.086,0.048,8.3,8.2,0.496,0.553,0.175,0.181,101.64,101.4,84.5,101.4,0.089,4515,3.6,8.6,294,290,290,450,439,439,386,380,380,95,39,57,544,454,510,168,165,403,327,269,265,253,263,263,273,201,166,Spencer Dinwiddie,1993-04-06T00:00:00,USA,2014,2,38,spencer dinwiddie,Dinwiddie  Spencer Dinwiddie,2087519.0,321900.0
203924,Jerami Grant,1610612757,105.4,107.4,107.4,112.5,113.4,113.4,-7.1,-6.1,-6.1,0.099,1.55,12.5,0.015,0.088,0.05,8.0,8.0,0.467,0.523,0.192,0.195,101.78,100.41,83.67,100.41,0.07,3183,4.6,12.2,440,382,382,344,368,368,425,403,403,364,349,437,500,439,492,151,149,462,414,206,210,245,349,349,414,142,89,Jerami Grant,1994-03-12T00:00:00,USA,2014,2,39,jerami grant,Grant  Jerami Grant,29793104.0,208800.0
203926,Doug McDermott,1610612758,114.4,111.5,111.5,110.9,109.9,109.9,3.5,1.6,1.6,0.028,1.17,5.3,0.009,0.054,0.031,4.5,4.5,0.615,0.617,0.15,0.159,99.6,101.3,84.41,101.3,0.051,728,1.2,2.8,118,239,239,279,230,230,152,196,196,554,445,552,541,553,560,30,30,60,96,386,367,427,277,277,506,461,462,Doug McDermott,1992-01-03T00:00:00,USA,2014,1,11,doug mcdermott,McDermott  Doug McDermott,2087519.0,221400.0
203932,Aaron Gordon,1610612743,121.3,122.5,122.5,112.8,113.0,113.0,8.5,9.5,9.5,0.143,2.25,20.1,0.06,0.109,0.086,9.0,9.0,0.607,0.65,0.186,0.189,102.24,101.64,84.7,101.64,0.104,3068,5.2,9.7,16,10,10,362,344,344,66,55,55,235,144,193,158,340,248,222,224,69,37,218,230,206,240,240,176,113,139,Aaron Gordon,1995-09-16T00:00:00,USA,2014,1,4,aaron gordon,Gordon  Aaron Gordon,22841455.0,1300000.0
203935,Marcus Smart,1610612764,110.7,109.9,109.9,105.9,107.3,107.3,4.8,2.6,2.6,0.221,2.02,24.1,0.024,0.069,0.047,11.9,12.0,0.488,0.529,0.198,0.204,107.48,107.13,89.28,107.13,0.086,1520,3.0,7.6,268,304,304,73,113,113,128,177,177,102,197,109,426,527,515,436,437,419,406,179,180,11,30,30,299,260,215,Marcus Smart,1994-03-06T00:00:00,USA,2014,1,6,marcus smart,Smart  Marcus Smart,20210285.0,788500.0
203937,Kyle Anderson,1610612748,106.0,106.1,106.1,107.1,107.6,107.6,-1.1,-1.5,-1.5,0.211,3.92,28.3,0.049,0.148,0.097,7.2,7.2,0.51,0.538,0.152,0.157,100.35,100.06,83.39,100.06,0.108,2093,2.3,5.0,421,419,419,117,123,123,279,285,285,115,24,59,207,188,193,99,99,363,379,370,377,379,379,379,149,336,335,Kyle Anderson,1993-09-20T00:00:00,USA,2014,1,30,kyle anderson,Anderson  Kyle Anderson,8780488.0,178700.0
203939,Dwight Powell,1610612742,108.7,108.6,108.6,111.4,109.7,109.7,-2.6,-1.1,-1.1,0.13,3.06,36.2,0.084,0.131,0.107,11.8,11.8,0.705,0.713,0.073,0.076,101.35,102.17,85.14,102.17,0.073,1172,0.8,1.1,335,350,350,295,215,215,334,269,269,280,52,20,80,244,158,430,425,11,12,561,561,283,204,204,391,502,546,Dwight Powell,1991-07-20T00:00:00,Canada,2014,2,45,dwight powell,Powell  Dwight Powell,4000000.0,111800.0
203944,Julius Randle,1610612750,114.3,115.0,115.0,110.4,111.6,111.6,3.9,3.4,3.4,0.228,1.65,20.1,0.065,0.149,0.108,12.2,12.2,0.542,0.593,0.246,0.251,99.27,98.45,82.04,98.45,0.124,4569,6.6,13.6,121,116,116,260,299,299,146,155,155,96,313,198,142,180,153,453,454,252,171,66,69,451,496,496,90,68,74,Julius Randle,1994-11-29T00:00:00,USA,2014,1,7,julius randle,Randle  Julius Randle,33073920.0,992100.0
203952,Andrew Wiggins,1610612748,108.4,109.4,109.4,110.9,111.7,111.7,-2.5,-2.3,-2.3,0.137,1.6,13.1,0.045,0.095,0.069,8.2,8.2,0.526,0.566,0.238,0.243,100.8,99.96,83.3,99.96,0.105,3831,6.3,14.0,347,314,314,277,305,305,327,311,311,261,336,419,234,407,354,164,163,314,279,75,79,349,388,388,173,76,63,Andrew Wiggins,1995-02-23T00:00:00,Canada,2014,1,1,andrew wiggins,Wiggins  Andrew Wiggins,26276786.0,2100000.0
203954,Joel Embiid,1610612755,104.3,104.0,104.0,107.9,109.5,109.5,-3.6,-5.5,-5.5,0.286,1.37,15.8,0.062,0.207,0.134,11.5,11.6,0.481,0.58,0.342,0.348,100.52,99.95,83.29,99.95,0.169,1200,7.4,16.6,465,465,465,143,200,200,357,385,385,37,396,344,149,59,85,407,413,438,224,3,4,363,390,390,8,48,40,Joel Embiid,1994-03-16T00:00:00,Cameroon,2014,1,3,joel embiid,Embiid  Joel Embiid,51415938.0,7200000.0
203957,Danté Exum,1610612742,109.6,109.3,109.3,114.6,115.2,115.2,-5.0,-6.0,-6.0,0.22,2.55,24.8,0.01,0.074,0.042,9.7,9.8,0.563,0.589,0.193,0.198,101.55,101.4,84.5,101.4,0.083,786,3.2,6.7,301,318,318,441,445,445,385,399,399,103,110,102,535,510,542,284,286,177,185,202,203,261,264,264,323,235,257,Danté Exum,1995-07-13T00:00:00,Australia,2014,1,5,dante exum,Exum  Dante Exum,3150000.0,205600.0
203967,Dario Šarić,1610612743,96.5,97.3,97.3,106.6,108.7,108.7,-10.1,-11.5,-11.5,0.17,1.53,22.8,0.059,0.158,0.107,14.9,14.9,0.422,0.449,0.157,0.162,100.94,99.59,82.99,99.59,0.067,437,1.3,3.6,534,524,524,102,161,161,475,496,496,187,353,136,161,156,159,528,528,507,507,342,345,323,412,412,427,448,404,Dario Šarić,1994-04-08T00:00:00,Croatia,2014,1,12,dario saric,Saric  Dario Saric,5168000.0,112300.0
203991,Clint Capela,1610612737,107.9,108.7,108.7,110.9,111.5,111.5,-3.0,-2.7,-2.7,0.073,1.32,11.4,0.132,0.238,0.183,8.7,8.7,0.559,0.564,0.16,0.164,105.86,105.23,87.69,105.23,0.117,2575,4.0,7.1,363,342,342,281,292,292,343,328,328,469,414,465,20,30,16,209,208,191,283,328,333,37,68,68,112,168,238,Clint Capela,1994-05-18T00:00:00,Switzerland,2014,1,25,clint capela,Capela  Clint Capela,22265280.0,608700.0
203992,Bogdan Bogdanović,1610612746,112.6,112.7,112.7,109.5,110.0,110.0,3.1,2.7,2.7,0.152,1.97,19.7,0.017,0.098,0.057,10.0,10.0,0.534,0.559,0.183,0.188,101.59,101.35,84.46,101.35,0.074,2858,3.9,9.1,187,194,194,211,232,232,159,172,172,220,210,218,491,395,446,304,307,283,304,237,237,258,268,268,381,173,153,Bogdan Bogdanović,1992-08-18T00:00:00,Serbia,2014,1,27,bogdan bogdanovic,Bogdanovic  Bogdan Bogdanovic,17260000.0,847800.0
203994,Jusuf Nurkić,1610612766,105.4,106.1,106.1,115.6,115.1,115.1,-10.2,-9.0,-9.0,0.167,1.19,18.6,0.077,0.285,0.181,15.7,15.6,0.523,0.555,0.202,0.208,99.91,99.79,83.16,99.79,0.116,2216,3.3,6.9,439,416,416,466,438,438,478,458,458,189,443,251,104,7,18,538,538,327,322,165,171,409,401,401,114,225,250,Jusuf Nurkić,1994-08-23T00:00:00,Bosnia and Herzegovina,2014,1,16,jusuf nurkic,Nurkic  Jusuf Nurkic,18125000.0,390500.0
203995,Vasilije Micic,1610612756,101.3,102.2,102.2,108.4,109.4,109.4,-7.1,-7.2,-7.2,0.258,1.66,25.9,0.023,0.085,0.053,15.6,15.5,0.43,0.462,0.199,0.204,98.34,97.45,81.21,97.45,0.061,1590,2.3,6.7,504,490,490,167,197,197,426,426,426,59,309,86,432,457,479,537,536,499,500,176,182,505,533,533,471,338,259,Vasilije Micic,1994-01-13T00:00:00,Serbia,2014,2,52,vasilije micic,Micic  Vasilije Micic,7723000.0,76600.0
203999,Nikola Jokić,1610612743,124.3,125.6,125.6,113.8,115.1,115.1,10.4,10.5,10.5,0.398,3.11,28.7,0.083,0.252,0.173,9.2,9.2,0.627,0.663,0.285,0.292,103.11,101.99,84.99,101.99,0.206,5471,11.2,19.5,10,6,6,410,437,437,43,42,42,5,48,56,85,22,29,242,241,42,28,26,25,134,215,215,3,3,10,Nikola Jokić,1995-02-19T00:00:00,Serbia,2014,2,41,nikola jokic,Jokic  Nikola Jokic,51415938.0,
204001,Kristaps Porziņģis,1610612738,115.3,116.2,116.2,109.2,110.3,110.3,6.1,5.8,5.8,0.113,1.64,10.8,0.054,0.163,0.11,6.6,6.6,0.572,0.618,0.253,0.257,100.7,99.83,83.19,99.83,0.132,2528,6.6,13.7,95,87,87,197,250,250,94,106,106,321,316,485,185,145,149,74,75,148,90,59,64,357,400,400,61,67,72,Kristaps Porziņģis,1995-08-02T00:00:00,Latvia,2015,1,4,kristaps porzingis,Porzingis  Kristaps Porzingis,29268293.0,1600000.0
204060,Joe Ingles,1610612750,108.2,108.9,108.9,114.2,113.1,113.1,-6.0,-4.2,-4.2,0.261,2.56,41.8,0.017,0.08,0.048,16.4,16.4,0.326,0.326,0.113,0.117,101.88,102.03,85.02,102.03,0.025,248,0.3,1.2,357,338,338,428,347,347,407,364,364,57,108,11,486,485,505,543,545,542,545,526,526,235,213,213,541,548,543,Joe Ingles,1987-10-02T00:00:00,Australia,Undrafted,Undrafted,Undrafted,joe ingles,Ingles  Joe Ingles,2087519.0,
204456,T.J. McConnell,1610612754,113.0,111.1,111.1,113.8,113.8,113.8,-0.9,-2.7,-2.7,0.359,3.22,31.3,0.032,0.104,0.069,9.7,9.8,0.531,0.547,0.226,0.234,102.86,103.69,86.4,103.69,0.129,3069,4.1,7.9,172,252,252,409,379,379,268,326,326,11,45,39,343,362,359,283,287,291,342,107,102,154,123,123,69,160,196,T.J. McConnell,1992-03-25T00:00:00,USA,2015,0,,tj mcconnell,McConnell  T.J. McConnell,9500000.0,196500.0
1626145,Tyus Jones,1610612756,113.4,113.6,113.6,116.0,116.1,116.1,-2.6,-2.5,-2.5,0.276,4.71,34.9,0.019,0.069,0.045,7.4,7.4,0.57,0.585,0.16,0.163,99.32,99.19,82.66,99.19,0.099,4500,3.8,8.4,154,164,164,476,465,465,331,320,320,46,12,23,469,530,530,112,112,159,202,333,341,445,446,446,213,181,172,Tyus Jones,1996-05-10T00:00:00,USA,2015,1,24,tyus jones,Jones  Tyus Jones,2087519.0,398900.0
1626153,Delon Wright,1610612752,106.1,106.1,106.1,106.9,106.3,106.3,-0.7,-0.2,-0.2,0.162,3.5,31.8,0.042,0.061,0.051,9.1,9.1,0.42,0.44,0.111,0.114,98.56,98.84,82.36,98.84,0.061,1308,1.1,3.3,417,418,418,108,91,91,265,244,244,201,34,35,257,542,486,229,238,508,514,532,533,495,465,465,473,464,430,Delon Wright,1992-04-26T00:00:00,USA,2015,1,20,delon wright,Wright  Delon Wright,2087519.0,126300.0
1626156,D'Angelo Russell,1610612751,109.1,110.1,110.1,109.9,111.6,111.6,-0.8,-1.5,-1.5,0.302,2.75,26.9,0.013,0.093,0.053,9.8,9.8,0.479,0.522,0.228,0.235,100.76,99.59,82.99,99.59,0.098,3092,4.3,11.0,317,289,289,231,298,298,267,286,286,30,84,74,517,415,480,286,288,443,420,101,100,354,413,413,214,152,111,D'Angelo Russell,1996-02-23T00:00:00,USA,2015,1,2,dangelo russell,Russell  D'Angelo Russell,18692307.0,3700000.0
1626157,Karl-Anthony Towns,1610612752,117.5,119.4,119.4,112.2,112.7,112.7,5.3,6.8,6.8,0.13,1.16,12.4,0.087,0.284,0.187,10.7,10.6,0.584,0.63,0.265,0.272,100.26,99.25,82.71,99.25,0.161,5215,8.9,16.9,54,39,39,331,336,336,118,83,83,281,447,442,72,8,13,360,355,110,72,49,47,385,441,441,15,17,37,Karl-Anthony Towns,1995-11-15T00:00:00,USA,2015,1,1,karlanthony towns,Towns  Karl-Anthony Towns,49205800.0,4400000.0
1626158,Richaun Holmes,1610612764,110.6,110.2,110.2,113.1,114.5,114.5,-2.5,-4.3,-4.3,0.112,2.0,18.5,0.113,0.208,0.161,9.3,9.2,0.647,0.695,0.143,0.148,101.21,100.78,83.99,100.78,0.135,1127,2.9,4.5,269,285,285,378,417,417,329,366,366,324,200,254,42,56,42,246,244,30,16,417,412,300,319,319,52,268,365,Richaun Holmes,1993-10-15T00:00:00,USA,2015,2,37,richaun holmes,Holmes  Richaun Holmes,12648321.0,77900.0
1626164,Devin Booker,1610612756,114.7,115.3,115.3,117.7,118.5,118.5,-3.0,-3.2,-3.2,0.301,2.4,22.4,0.028,0.08,0.055,9.3,9.2,0.525,0.589,0.285,0.292,99.28,98.72,82.27,98.72,0.122,5752,8.7,18.9,110,109,109,514,522,522,341,341,341,31,123,145,375,486,466,251,247,316,186,27,27,450,475,475,96,19,12,Devin Booker,1996-10-30T00:00:00,USA,2015,1,13,devin booker,Booker  Devin Booker,49205800.0,5600000.0
1626166,Cameron Payne,1610612752,115.6,116.6,116.6,107.1,107.5,107.5,8.5,9.1,9.1,0.251,3.9,28.1,0.013,0.081,0.047,7.2,7.2,0.506,0.532,0.2,0.206,100.86,100.23,83.52,100.23,0.089,2275,2.5,6.2,84,74,74,116,121,121,65,63,63,70,25,60,519,481,517,97,97,373,397,173,176,336,360,360,268,311,279,Cameron Payne,1994-08-08T00:00:00,USA,2015,1,14,cameron payne,Payne  Cameron Payne,2087519.0,
1626167,Myles Turner,1610612754,115.3,116.1,116.1,110.8,111.5,111.5,4.4,4.7,4.7,0.072,0.9,9.7,0.043,0.169,0.109,10.7,10.7,0.577,0.612,0.207,0.211,100.83,100.19,83.49,100.19,0.103,4533,5.4,11.3,98,89,89,275,291,291,138,131,131,473,507,511,246,127,150,359,361,131,110,151,160,344,365,365,183,101,107,Myles Turner,1996-03-24T00:00:00,USA,2015,1,11,myles turner,Turner  Myles Turner,19928500.0,427500.0
1626168,Trey Lyles,1610612758,111.7,111.8,111.8,113.6,113.8,113.8,-1.9,-2.0,-2.0,0.084,2.1,15.4,0.056,0.177,0.114,7.3,7.4,0.528,0.551,0.139,0.142,100.18,100.04,83.36,100.04,0.087,2807,2.3,5.4,226,229,229,398,380,380,306,301,301,418,173,354,176,109,136,108,111,304,333,439,441,391,380,380,287,341,309,Trey Lyles,1995-11-05T00:00:00,Canada,2015,1,12,trey lyles,Lyles  Trey Lyles,8000000.0,158300.0
1626171,Bobby Portis,1610612749,113.3,114.1,114.1,110.0,110.8,110.8,3.3,3.4,3.4,0.126,1.82,13.2,0.071,0.235,0.156,7.2,7.2,0.52,0.542,0.234,0.239,101.89,101.2,84.33,101.2,0.131,2625,5.7,12.1,157,146,146,240,266,266,156,156,156,288,255,417,121,33,49,100,101,335,364,84,89,233,291,291,63,87,93,Bobby Portis,1995-02-10T00:00:00,USA,2015,1,22,bobby portis,Portis  Bobby Portis,12578286.0,305800.0
1626172,Kevon Looney,1610612744,112.1,112.5,112.5,106.8,106.9,106.9,5.4,5.6,5.6,0.143,3.03,24.7,0.139,0.227,0.181,8.2,8.1,0.518,0.535,0.125,0.13,100.81,100.61,83.84,100.61,0.114,2386,1.9,3.7,211,202,202,104,100,100,114,109,109,233,53,105,13,39,19,159,160,340,393,488,486,347,334,334,127,383,402,Kevon Looney,1996-02-06T00:00:00,USA,2015,1,30,kevon looney,Looney  Kevon Looney,8000000.0,438600.0
1626179,Terry Rozier,1610612748,107.4,107.3,107.3,111.6,112.3,112.3,-4.2,-4.9,-4.9,0.152,2.14,18.1,0.025,0.113,0.068,8.4,8.4,0.462,0.497,0.195,0.201,99.38,99.13,82.61,99.13,0.078,3437,3.9,9.9,387,384,384,306,324,324,372,376,376,219,164,266,411,324,362,188,182,469,468,192,196,440,449,449,362,174,133,Terry Rozier,1994-03-17T00:00:00,USA,2015,1,16,terry rozier,Rozier  Terry Rozier,24924126.0,512900.0
1626181,Norman Powell,1610612746,114.5,116.2,116.2,106.4,107.4,107.4,8.1,8.8,8.8,0.096,1.16,9.7,0.011,0.085,0.049,8.4,8.3,0.578,0.615,0.255,0.258,100.89,99.69,83.08,99.69,0.11,4063,7.6,15.8,113,84,84,94,116,116,67,65,65,369,446,510,530,458,501,178,177,125,102,56,62,331,410,410,142,39,48,Norman Powell,1993-05-25T00:00:00,USA,2015,2,46,norman powell,Powell  Norman Powell,19241379.0,330900.0
1626192,Pat Connaughton,1610612749,112.5,111.7,111.7,113.2,114.6,114.6,-0.7,-2.9,-2.9,0.159,2.92,24.7,0.032,0.14,0.088,8.5,8.4,0.542,0.567,0.151,0.157,99.68,99.41,82.84,99.41,0.088,1259,2.0,4.3,198,233,233,381,422,422,263,335,335,206,68,104,346,209,236,192,185,251,278,375,376,420,428,428,275,362,375,Pat Connaughton,1993-01-06T00:00:00,USA,2015,2,41,pat connaughton,Connaughton  Pat Connaughton,9423869.0,175600.0
1626220,Royce O'Neale,1610612756,113.3,112.1,112.1,116.7,116.4,116.4,-3.4,-4.2,-4.2,0.128,2.51,20.1,0.029,0.157,0.094,8.0,8.0,0.58,0.585,0.151,0.156,99.59,100.27,83.56,100.27,0.085,3840,3.2,7.6,160,214,214,493,474,474,352,365,365,286,114,195,365,160,208,150,153,121,204,379,381,428,357,357,304,234,211,Royce O'Neale,1993-06-05T00:00:00,USA,Undrafted,Undrafted,Undrafted,royce oneale,O'Neale  Royce O'Neale,9375000.0,144900.0
1627732,Ben Simmons,1610612746,111.1,111.7,111.7,113.0,113.5,113.5,-1.9,-1.8,-1.8,0.358,2.79,45.7,0.043,0.184,0.113,16.3,16.3,0.52,0.539,0.133,0.136,98.61,98.17,81.81,98.17,0.103,2283,2.3,4.4,251,232,232,372,369,369,307,295,295,12,80,9,243,98,138,542,544,334,377,461,464,491,504,504,185,342,369,Ben Simmons,1996-07-20T00:00:00,Australia,2016,1,1,ben simmons,Simmons  Ben Simmons,755826.0,7100000.0
1627734,Domantas Sabonis,1610612758,114.7,116.5,116.5,112.6,113.9,113.9,2.1,2.6,2.6,0.251,2.09,25.7,0.11,0.286,0.199,12.3,12.3,0.627,0.655,0.213,0.215,101.15,99.78,83.15,99.78,0.164,5054,7.5,12.8,109,76,76,347,385,385,187,175,175,68,175,88,45,3,6,457,457,44,34,136,145,301,402,402,14,41,83,Domantas Sabonis,1996-05-03T00:00:00,Lithuania,2016,1,11,domantas sabonis,Sabonis  Domantas Sabonis,39200000.0,369600.0
1627736,Malik Beasley,1610612765,112.1,113.3,113.3,109.5,110.2,110.2,2.6,3.1,3.1,0.089,1.67,10.3,0.02,0.069,0.045,6.2,6.1,0.579,0.59,0.215,0.222,103.64,102.76,85.63,102.76,0.091,4898,5.6,13.1,212,180,180,212,245,245,176,161,161,399,307,499,466,528,531,61,58,122,182,129,129,99,163,163,254,90,80,Malik Beasley,1996-11-26T00:00:00,USA,2016,1,19,malik beasley,Beasley  Malik Beasley,6000000.0,246600.0
1627739,Kris Dunn,1610612746,112.6,113.8,113.8,105.1,106.0,106.0,7.4,7.8,7.8,0.153,2.84,28.7,0.031,0.111,0.072,10.1,10.1,0.525,0.531,0.126,0.128,100.17,99.24,82.7,99.24,0.07,3675,2.6,5.9,190,158,158,64,89,89,73,72,72,215,74,54,352,333,333,318,317,315,402,484,495,392,443,443,416,296,292,Kris Dunn,1994-03-18T00:00:00,USA,2016,1,5,kris dunn,Dunn  Kris Dunn,5168000.0,
1627741,Buddy Hield,1610612744,111.1,112.3,112.3,110.3,110.1,110.1,0.7,2.2,2.2,0.106,1.47,13.0,0.025,0.111,0.066,8.8,8.8,0.546,0.56,0.196,0.202,101.3,100.82,84.02,100.82,0.085,3937,4.0,9.6,253,205,205,254,238,238,227,185,185,342,368,423,417,328,378,217,214,238,298,189,189,291,316,316,305,167,141,Buddy Hield,1992-12-17T00:00:00,Bahamas,2016,1,6,buddy hield,Hield  Buddy Hield,8780488.0,687000.0
1627742,Brandon Ingram,1610612761,105.6,107.0,107.0,115.9,117.7,117.7,-10.3,-10.7,-10.7,0.28,1.35,18.0,0.027,0.14,0.083,13.3,13.3,0.53,0.56,0.305,0.31,98.88,97.49,81.24,97.49,0.122,1209,8.6,18.5,430,393,393,475,506,506,481,490,490,42,404,272,380,208,276,490,491,298,300,14,15,477,532,532,98,22,17,Brandon Ingram,1997-09-02T00:00:00,USA,2016,1,2,brandon ingram,Ingram  Brandon Ingram,36016200.0,2100000.0
1627747,Caris LeVert,1610612737,120.0,120.5,120.5,112.3,113.4,113.4,7.6,7.2,7.2,0.178,2.83,22.5,0.026,0.096,0.062,7.9,7.9,0.556,0.582,0.191,0.196,103.93,103.21,86.01,103.21,0.094,3437,4.4,9.4,31,22,22,335,359,359,70,79,79,171,76,144,403,402,412,146,148,204,219,207,207,87,141,141,234,146,145,Caris LeVert,1994-08-25T00:00:00,USA,2016,1,20,caris levert,LeVert  Caris LeVert,16615384.0,228400.0
1627749,Dejounte Murray,1610612740,107.4,109.0,109.0,117.0,118.1,118.1,-9.6,-9.1,-9.1,0.347,2.15,25.9,0.015,0.183,0.094,12.0,12.0,0.445,0.494,0.263,0.268,104.11,102.86,85.72,102.86,0.118,2165,6.3,15.9,386,335,335,502,517,517,467,462,462,14,159,85,501,100,207,443,442,489,474,52,53,84,153,153,111,77,46,Dejounte Murray,1996-09-19T00:00:00,USA,2016,1,29,dejounte murray,Murray  Dejounte Murray,28817135.0,1400000.0
1627750,Jamal Murray,1610612743,121.0,122.0,122.0,114.7,115.5,115.5,6.2,6.5,6.5,0.223,2.92,22.9,0.019,0.084,0.053,7.8,7.8,0.543,0.584,0.235,0.241,101.48,100.72,83.93,100.72,0.111,5075,7.9,16.7,18,13,13,446,450,450,92,93,93,101,67,132,468,467,477,139,137,245,206,82,83,269,326,326,137,36,39,Jamal Murray,1997-02-23T00:00:00,Canada,2016,1,7,jamal murray,Murray  Jamal Murray,36016200.0,1300000.0
1627751,Jakob Poeltl,1610612761,109.9,111.2,111.2,110.4,111.9,111.9,-0.6,-0.7,-0.7,0.136,1.42,17.4,0.11,0.206,0.158,12.2,12.2,0.628,0.641,0.184,0.188,102.73,101.44,84.53,101.44,0.133,3557,6.4,10.2,293,251,251,259,311,311,255,257,257,264,383,288,46,61,45,454,452,41,47,233,236,159,259,259,60,72,125,Jakob Poeltl,1995-10-15T00:00:00,Austria,2016,1,9,jakob poeltl,Poeltl  Jakob Poeltl,19500000.0,77300.0
1627752,Taurean Prince,1610612749,113.7,114.0,114.0,113.5,114.5,114.5,0.2,-0.4,-0.4,0.093,1.89,20.1,0.016,0.11,0.065,10.6,10.6,0.6,0.613,0.123,0.125,101.52,100.95,84.12,100.95,0.064,4554,2.9,6.4,140,148,148,394,412,412,238,247,247,382,230,197,496,334,385,357,356,82,108,497,504,264,302,302,456,265,271,Taurean Prince,1994-03-22T00:00:00,USA,2016,1,12,taurean prince,Prince  Taurean Prince,2087519.0,230300.0
